Company,Mine Site,Aliases,Company's share (%),Country,Mining type,Products,Status as of 29.11.2019,Year of closure (if applicable),Opening Year,Acquisition Year,Latitude,Longitude,Selected for the mine-site level evaluation,Total Worker Fatalities (2019),Employee Fatalites (2019),Contract Worker Fatalities (2019),Other Fatalities (2019),Total Worker Fatalities (2020),Employee Fatalities (2020),Contract Worker Fatalities (2020),Other Fatalities (2020)
Coal India,Shyamsundarpur,"ECL, Cluster 12",100,India,Underground,Coal,Operational,,,,23.648,87.258,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Siduli,"ECL, Cluster 11",100,India,"Open-pit, Underground",Coal,Operational,,,,23.649,87.209,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Sijua,"BCCL, Jharia, Basdeopur, Knkanee, Loyabad, Mudidih, Nichitpur, Sendra Bansjora, Tetulmari, Cluster V",100,India,"Open-pit, Underground",Coal,Operational,,,,23.7928,86.3345,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Simlong,ECL,100,India,Open-pit,Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Simsang,"NEC, West Darranggiri Coalfield",100,India,Underground,Coal,Operational,,,,25.3766,90.2269,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Sirka,"CCL, Argada",100,India,"Open-pit, Underground",Coal,Operational,,,,23.6462,85.4505,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Sodepur,"ECL, Cluster 6",100,India,Underground,Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Sohagpur,"SECL, Central India Coalfields (CIC)",100,India,"Open-pit, Underground",Coal,Operational,,,,23.3366,81.7333,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Sonepur Bazari,"ECL, Cluster 12",100,India,Open-pit,Coal,Operational,,,,23.8,87.7833,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,South Govindpur,"BCCL, Govindpur, Cluster III",100,India,Underground,Coal,Operational,,,,23.7915,86.2333,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,South Samla,"ECL, Cluster 12, Purushottampur",100,India,"Open-pit, Underground",Coal,Operational,,,,23.699,87.286,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Sripur,"ECL, Cluster 8",100,India,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Sudamdih,"BCCL, Eastern Jharia, Sudamdih Incline, Sudamdih Shaft, Cluster X",100,India,Underground,Coal,Operational,,,,23.6689,86.4229,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Talcher,MCL,100,India,Underground,Coal,Operational,,,,20.95,85.2167,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Tapin,"CCL, Hazaribag",100,India,Open-pit,Coal,Operational,,,,23.9922,85.3617,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Tetariakhar,"CCL, Rajhara",100,India,Open-pit,Coal,Operational,,,,24.1642,84.0452,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Tettuliya,"BCCL, Govindpur, Teturiya, Cluster III",100,India,Underground,Coal,Operational,,,,23.7669,86.2836,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Tikak,"NEC, Makum Coalfields, Baragolai West",100,India,Open-pit,Coal,Operational,,,,27.2522,95.8279,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Tilaboni,"ECL, Cluster 12",100,India,Underground,Coal,Operational,,,,23.653,87.282,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Tipong,"NEC, Makum Coalfields",100,India,Underground,Coal,Operational,,,,27.2,95.65,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Tirap,"NEC, Makum Coalfields, Lachit Khani",100,India,Open-pit,Coal,Operational,,,,26.9991,95.5428,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Tirat & Kuardih,"ECL, Cluster 9",100,India,"Open-pit, Underground",Coal,Operational,,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Topa,"CCL, Kuju",100,India,"Open-pit, Underground",Coal,Operational,,,,23.7281,85.511,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Umrer,"WCL, Umrer",100,India,"Open-pit, Underground",Coal,Operational,,,,20.85,79.3333,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Coal India,Urimari,"CCL, Barka Sayal",100,India,"Open-pit, Underground",Coal,Operational,,,,23.685,85.3255,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Coal India,Victoria,"BCCL, Chanch/Victoria, Cluster XVII",100,India,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",1986,,,23.75,86.847,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Coal India,Victoria West,"BCCL, Chanch/Victoria, Cluster XVII",100,India,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",2001,,,23.746,86.819,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Coal India,Wani,"WCL, Wani",100,India,"Open-pit, Underground",Coal,Operational,,,,19.9212,79.0404,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Coal India,Wani North,"WCL, Wani North",100,India,"Open-pit, Underground",Coal,Operational,,,,20.0804,78.9229,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
CODELCO,Andina,Río Blanco,100,Chile,"Open-pit, Underground","Copper, Molybdenum, Silver",Operational,,1970,,-33.14906111,-70.25684167,Yes,0,0,0,Not Specified,0,0,0,Not Specified
CODELCO,Chuquicamata,,100,Chile,"Open-pit, Underground","Copper, Molybdenum, Silver, Gold",Operational,,1915,1976,-22.28688889,-68.90147778,Yes,0,0,0,Not Specified,0,0,0,Not Specified
CODELCO,El Abra (CODELCO),,49,Chile,Open-pit,Copper,Operational,,1996,1976,-21.917628,-68.825043,Yes,0,0,0,Not Specified,0,0,0,Not Specified
CODELCO,El Teniente,"Lieutenant, Diablo Regimiento, Esmeralda, Pipa Norte",100,Chile,Underground,"Copper, Molybdenum, Silver, Gold",Operational,,1905,1976,-34.08599167,-70.352625,Yes,1,1,0,Not Specified,0,0,0,Not Specified
CODELCO,Gabriela Mistral,Gaby,100,Chile,Open-pit,Copper,Operational,,2008,2008,-23.41102778,-68.819025,Yes,0,0,0,Not Specified,0,0,0,Not Specified
CODELCO,Ministro Hales,,100,Chile,Open-pit,"Copper, Silver, Gold",Operational,,2014,,-22.37856667,-68.91586111,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
CODELCO,Radomiro Tomic,Damiana,100,Chile,Open-pit,"Copper, Molybdenum",Operational,,1997,1997,-22.23245556,-68.88461111,Yes,0,0,0,Not Specified,1,0,1,Not Specified
CODELCO,Salvador,,100,Chile,"Open-pit, Underground","Copper, Molybdenum, Silver, Gold",Operational,,1926,1976,-26.25639444,-69.55635556,Yes,0,0,0,Not Specified,0,0,0,Not Specified
ERG,Boss,"Kakanda, Luita, Mukundo Mountain, Kabolela, Disele, Menda",51,DRC,Open-pit,"Copper, Cobalt","Not in operation (care and maintenance, or closure or post-closure management)",2019,2005,2009,-10.732088,26.401479,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ERG,Centralny,Shubarkol Komir JSC,100,Kazakhstan,Open-pit,Coal,Operational,,,,49.014,68.623,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ERG,Comide,,65.35,DRC,Open-pit,"Cobalt, Copper","Not in operation (care and maintenance, or closure or post-closure management)",2017,,2012,-10.75,25.4167,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ERG,Donskoy,"TNC Kazchrome JSC, 10th Anniversary of Independence, Molodezhnaya, Yuzhny, Pervomayskoye",100,Kazakhstan,"Open-pit, Underground",Chromite,Operational,,1938,1996,50.26,58.45,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
ERG,Frontier,"Lufua, Kishiba",95,DRC,Open-pit,"Copper, Cobalt",Operational,,2007,2012,-12.728774,28.471961,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
ERG,Kacharsky,SSGPO JSC,100,Kazakhstan,Open-pit,Iron Ore,Operational,,,,53.378,62.929,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
ERG,Kazmarganets,"Tur, Vostochny Kamys, TNC Kazchrome JSC",100,Kazakhstan,Open-pit,Manganese Ore,Operational,,1997,,48.341,69.799,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
ERG,Krasno-Oktyabrskoye,Aluminium of Kazakhstan JSC,100,Kazakhstan,Open-pit,Bauxite,Operational,,,,52.4,63.06,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
ERG,Kurzhunkulsky,SSGPO JSC,100,Kazakhstan,Open-pit,Iron Ore,Operational,,,,52.54,62.759,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
ERG,Metalkol,RTR (Roan Tailings Reclamation),95,DRC,Tailings Leach,"Cobalt, Copper",Operational,,2018,,-10.6386,25.4224,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
ERG,Pedra de Ferro,Bamin,100,Brazil,Open-pit,Iron Ore,Operational,,,2010,-14.345554,-42.538363,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
ERG,Poiskovy,TNC Kazchrome JSC,100,Kazakhstan,Open-pit,Chromite,"Not in operation (care and maintenance, or closure or post-closure management)",2008,,,50.245348,58.457771,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
ERG,Sarbaisky,SSGPO JSC,100,Kazakhstan,Open-pit,Iron Ore,Operational,,,,53.04,63.065,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
ERG,Sokolovsky,SSGPO JSC,100,Kazakhstan,"Open-pit, Underground",Iron Ore,Operational,,1954,1996,53.000295,63.188978,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
ERG,Torgayskoye,"Aluminium of Kazakhstan JSC, TBRU",100,Kazakhstan,Open-pit,Bauxite,"Not in operation (care and maintenance, or closure or post-closure management)",,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
ERG,Vostochny,EEC JSC,100,Kazakhstan,Open-pit,Coal,Operational,,1985,1996,48.341,69.799,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
ERG,Zapadny,Shubarkol Komir JSC,100,Kazakhstan,Open-pit,Coal,Operational,,,,49.014,68.623,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Evraz,Abashevskaya,,100,Russian Federation,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",2013,,,53.815405,87.371078,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Evraz,Alardinskaya,Novokuznetsk (Yuzhkuzbassugol),100,Russian Federation,Underground,Coal,Operational,,1957,,53.41042,87.297293,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0,Not Specified
Evraz,Gusevogorskoye,KGOK,100,Russian Federation,Open-pit,"Iron Ore, Vanadium, Titanium",Operational,,,2004,58.711503,59.523212,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0,Not Specified
Evraz,Irbinsky,,100,Russian Federation,Open-pit,Iron Ore,"Not in operation (care and maintenance, or closure or post-closure management)",2013,,,54.067,92.94,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Evraz,Kachkanar-Proper (Project),"Sobstvenno-Kachkanarskoye, Kachkanarsky GOK",100,Russian Federation,Open-pit,"Iron Ore, Vanadium, Titanium",Operational,,,,58.753,59.507,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Evraz,Kaz,"ZSMK, Kazskaya",100,Russian Federation,,Iron Ore,Operational,,,,53.115456,87.564044,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0,Not Specified
Evraz,Mezhegeyugol,,100,Russian Federation,"Open-pit, Underground",Coal,"Not in operation (care and maintenance, or closure or post-closure management)",2020,2016,2010,51.392771,94.103442,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0,Not Specified
Evraz,MUK-96,Mezhdurechensk,100,Russian Federation,,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",2016,,,53.782818,88.087798,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0,Not Specified
Evraz,Osinnikovskaya,Novokuznetsk (Yuzhkuzbassugol),100,Russian Federation,Underground,Coal,Operational,,,,53.526371,87.43621,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0,Not Specified
Evraz,Raspadskaya,Mezhdurechensk,100,Russian Federation,Underground,Coal,Operational,,1973,2012,53.782818,88.087798,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0,Not Specified
Evraz,Raspadskaya-Koksovaya,Mezhdurechensk,100,Russian Federation,"Open-pit, Underground",Coal,Operational,,2003,,53.7667,88.1,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0,Not Specified
Evraz,Razrez Raspadsky,Mezhdurechensk,100,Russian Federation,Open-pit,Coal,Operational,,2004,,53.618601,87.789828,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0,Not Specified
Evraz,Sheregeshskaya,ZSMK,100,Russian Federation,"Open-pit, Underground",Iron Ore,Operational,,2004,2005,52.92,87.981,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0,Not Specified
Evraz,Tagaryshskaya,,100,Russian Federation,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",2011,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0,Not Specified
Evraz,Tashtagolskaya,ZSMK,100,Russian Federation,Underground,Iron Ore,Operational,,,,52.590387,87.492849,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0,Not Specified
Evraz,Tayzhina,,100,Russian Federation,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",2005,,,,,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0,Not Specified
Evraz,Uskovskaya,Novokuznetsk (Yuzhkuzbassugol),100,Russian Federation,Underground,Coal,Operational,,2002,,53.7,87.1,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,0,Not Specified
Evraz,Yerunakovskaya-VIII,"Novokuznetsk (Yuzhkuzbassugol), Erunakovskaya-8",100,Russian Federation,Underground,Coal,Operational,,2013,,,,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Evraz,Yesaulskaya,"Novokuznetsk (Yuzhkuzbassugol), Essaulskaya",100,Russian Federation,Underground,Coal,Operational,,1984,,,,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Exxaro,Arnot,,100,South Africa,"Open-pit, Underground",Coal,"Not in operation (care and maintenance, or closure or post-closure management)",2016,1964,2006,-25.934,29.774,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Exxaro,Belfast,,100,South Africa,Open-pit,Coal,Operational,,1980,2006,-25.836179,29.986172,Yes,0,0,0,Not Specified,0,0,0,Not Specified
Exxaro,Cooljarloo,,1.6,Australia,,Titanium,Operational,,,2006,-30.6688,115.4447,,0,0,0,Not Specified,0,0,0,Not Specified
Exxaro,Dorstfontein complex,"DCMW, DCME, Rietkuil, Vhakoni",74,South Africa,"Open-pit, Underground",Coal,Operational,,2011,2015,-26.228,29.297,Yes,0,0,0,Not Specified,0,0,0,Not Specified
Exxaro,Forzando,"Forzando North Colliery (FZON), Forzando South Colliery (FZOS)",87,South Africa,"Open-pit, Underground",Coal,Operational,,1966,2006,-26.25,29.545,Yes,0,0,0,Not Specified,0,0,0,Not Specified
Exxaro,Grootegeluk,,100,South Africa,Open-pit,Coal,Operational,,1980,2006,-23.671,27.537,Yes,0,0,0,Not Specified,0,0,0,Not Specified
Exxaro,Ingcambu,,50,South Africa,"Open-pit, Underground",Coal,"Not in operation (care and maintenance, or closure or post-closure management)",2007,,,,,,0,0,0,Not Specified,0,0,0,Not Specified
Exxaro,KwaZulu-Natal Sands,,1.6,South Africa,,Titanium,Operational,,,2006,-28.995515,31.69968,,0,0,0,Not Specified,0,0,0,Not Specified
Exxaro,Leeuwpan,,100,South Africa,Open-pit,Coal,Operational,,1992,1992,-26.174143,28.732185,Yes,0,0,0,Not Specified,0,0,0,Not Specified
Exxaro,Mafube (Exxaro Resources),Nooitgedacht,50,South Africa,Open-pit,Coal,Operational,,2007,,-25.801769,29.738061,Yes,0,0,0,Not Specified,0,0,0,Not Specified
Exxaro,Matla,,100,South Africa,Underground,Coal,Operational,,1976,2006,-26.258125,29.115304,Yes,0,0,0,Not Specified,0,0,0,Not Specified
Exxaro,Namakwa Sands,,1.6,South Africa,,Titanium,Operational,,,2006,-31.282844,17.90405,,0,0,0,Not Specified,0,0,0,Not Specified
Exxaro,New Clydesdale Colliery,NCC,100,South Africa,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",2013,1953,2006,-26.1333,29.3167,,0,0,0,Not Specified,0,0,0,Not Specified
Exxaro,Tshikondeni,,100,South Africa,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",2014,1983,1983,-22.508,30.947,,0,0,0,Not Specified,0,0,0,Not Specified
Exxaro,Tumelo,,49,South Africa,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",2015,1990,2006,,,,0,0,0,Not Specified,0,0,0,Not Specified
First Quantum,Çayeli,,100,Turkey,Underground,"Copper, Zinc",Operational,,1994,2013,41.040277,40.766181,Yes,0,0,0,Not Specified,0,0,0,Not Specified
First Quantum,Cobre Las Cruces,,100,Spain,Open-pit,Copper,Operational,,2009,2013,37.502147,-6.099551,Yes,0,0,0,Not Specified,0,0,0,Not Specified
First Quantum,Cobre Panama,,90,Panama,Open-pit,Copper,Operational,,2019,2013,8.846122,-80.648944,Yes,0,0,0,Not Specified,0,0,0,Not Specified
First Quantum,Guelb Moghrein,Akjoujt,100,Mauritania,Open-pit,"Copper, Gold, Iron Ore",Operational,,2006,2004,19.745548,-14.443486,Yes,0,0,0,Not Specified,0,0,0,Not Specified
First Quantum,Kansanshi,,80,Zambia,Open-pit,"Copper, Gold",Operational,,2005,,-12.1,26.4333,Yes,0,0,0,Not Specified,0,0,0,Not Specified
First Quantum,Pyhäsalmi,,100,Finland,Underground,"Copper, Zinc, Gold, Pyrite",Operational,,1962,2013,63.665393,26.039447,Yes,0,0,0,Not Specified,0,0,0,Not Specified
First Quantum,Ravensthorpe,,100,Australia,Open-pit,Nickel,"Not in operation (care and maintenance, or closure or post-closure management)",2017,2008,,-33.635,120.374,,0,0,0,Not Specified,0,0,0,Not Specified
First Quantum,Sentinel,Trident,100,Zambia,Open-pit,Copper,Operational,,2016,,-12.279846,25.299354,Yes,0,0,0,Not Specified,0,0,0,Not Specified
Fortescue,Christmas Creek,Chichester Hub,100,Australia,Open-pit,Iron Ore,Operational,,2009,2003,-22.3767,119.7589,Yes,0,0,0,0,0,0,0,0
Fortescue,Cloudbreak,Chichester Hub,100,Australia,Open-pit,Iron Ore,Operational,,2008,2003,-22.327447,119.393181,Yes,0,0,0,0,0,0,0,0
Fortescue,Eliwana,Western Hub,100,Australia,Open-pit,Iron Ore,Operational,,2020,,-22.477634,116.841616,Yes,0,0,0,0,0,0,0,0
Fortescue,Firetail-Kings Valley-Queens Valley,Solomon Hub,100,Australia,Open-pit,Iron Ore,Operational,,2013,,-22.143,117.847,Yes,0,0,0,0,0,0,0,0
Freeport-McMoRan,Bagdad,,100,USA,Open-pit,"Copper, Molybdenum",Operational,,1928,2007,34.5836,-113.2064,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Freeport-McMoRan,Cerro Verde (Freeport-McMoRan),,53.56,Peru,Open-pit,"Copper, Molybdenum, Silver",Operational,,1916,2007,-16.538043,-71.578267,Yes,0,0,0,Not Specified,0,Not Specified,Not Specified,Not Specified
Freeport-McMoRan,Chino,Chino Cobre,100,USA,Open-pit,"Copper, Molybdenum",Operational,,,,32.7917,-108.0667,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Freeport-McMoRan,Climax,,100,USA,Open-pit,Molybdenum,Operational,,,,39.3692,-106.1714,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Freeport-McMoRan,Continental,Cobre,100,USA,"Open-pit, Underground",Copper,"Not in operation (care and maintenance, or closure or post-closure management)",1999,,,32.85,-108.0833,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Freeport-McMoRan,Cyprus Tohono,"Casa Grande, Lakeshore",100,USA,Open-pit,Copper,"Not in operation (care and maintenance, or closure or post-closure management)",2008,,,32.8981,-111.8814,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Freeport-McMoRan,El Abra (Freeport-McMoRan),,51,Chile,Open-pit,Copper,Operational,,1996,2007,-21.917628,-68.825043,Yes,0,0,0,Not Specified,0,0,0,Not Specified
Freeport-McMoRan,Grasberg,"PTFI, PT-FI",48.76,Indonesia,Underground,"Copper, Gold, Silver",Operational,,1990,1988,-4.05606,137.113157,Yes,2,2,0,Not Specified,5,2,3,Not Specified
Freeport-McMoRan,Henderson,,100,USA,Underground,Molybdenum,Operational,,,,39.768,-105.85,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Freeport-McMoRan,Miami,,100,USA,Open-pit,Copper,Operational,,,,33.393,-110.897,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Freeport-McMoRan,Morenci,,72,USA,Open-pit,"Copper, Molybdenum",Operational,,,,33.0833,-109.3667,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Freeport-McMoRan,Queen,Bisbee,100,USA,Underground,Copper,"Not in operation (care and maintenance, or closure or post-closure management)",1975,,,31.431,-109.9,,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Freeport-McMoRan,Safford,,100,USA,Open-pit,Copper,Operational,,,,33.078,-109.363,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Freeport-McMoRan,Sierrita,Esperanza,100,USA,"Open-pit, Tailings Leach","Copper, Molybdenum, Rhenium",Operational,,1959,2007,31.871,-111.135,Yes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Freeport-McMoRan,Twin Buttes,Esperanza,100,USA,Open-pit,"Copper, Molybdenum","Not in operation (care and maintenance, or closure or post-closure management)",1994,,,31.9075,-111.0544,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Freeport-McMoRan,Tyrone,,100,USA,Open-pit,Copper,Operational,,,,32.6361,-108.3725,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Glencore,Agua Rica/Alumbrera (Glencore),"Bajo la Alumbrera, Bajo el Durazno, Agua Rica, MARA",24.99,Argentina,Open-pit,"Copper, Gold, Molybdenum",Operational,,1998,2003,-27.305084,-66.587651,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Glencore,Aguilar,,100,Argentina,Underground,"Lead, Zinc, Silver","Not in operation (care and maintenance, or closure or post-closure management)",2019,,,-23.2097,-65.6863,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Glencore,Altyntau Kokshetau,Vasilkovsky,69.7,Kazakhstan,Open-pit,Gold,Operational,,,,53.4,69.2167,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Glencore,Antamina (Glencore),,33.75,Peru,"Open-pit, Underground","Copper, Zinc, Molybdenum, Lead, Silver, Bismuth",Operational,,2001,1999,-9.538,-77.061,Yes,0,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified
Glencore,Antapaccay,,100,Peru,Open-pit,"Copper, Gold, Silver",Operational,,,,-14.96,-71.385,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Glencore,Baal Bone,,0,Australia,Underground,Coal,"Not in operation (care and maintenance, or closure or post-closure management)",2011,,,-33.268,150.054,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Glencore,Bankfontein,Izimbiwa Coal,49.99,South Africa,Open-pit,Coal,Operational,,,,-25.94,29.41,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Glencore,Bell-Allard South,,100,Canada,Open-pit,Zinc,"Not in operation (care and maintenance, or closure or post-closure management)",2004,,,49.716994,-77.719606,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Glencore,Black Star Open Cut,,100,Australia,Open-pit,Zinc,"Not in operation (care and maintenance, or closure or post-closure management)",2016,,,-20.7181,139.475,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Glencore,Bolivar,,46,Bolivia,Underground,"Zinc, Silver",Operational,,,,-18.477631,-66.843734,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
