Company,Mine Site,Aliases,Company's share (%),Country,Mining type,Products,Status as of 29.11.2019,Year of closure (if applicable),Opening Year,Acquisition Year,Latitude,Longitude,Selected for the mine-site level evaluation,Total Worker Fatalities (2017),Employee Fatalites (2017),Contract Worker Fatalities (2017),Other Fatalities (2017),Total Worker Fatalities (2018),Employee Fatalities (2018),Contract Worker Fatalities (2018),Other Fatalities (2018)
Anglo American,Amandelbult,"Bushveld Complex, Dishaba, Tumela",79.6,South Africa,Underground,"Platinum, Palladium, Rhodium, Copper, Nickel, Gold",Operational,,,,-24.8083,27.3167,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Bank,,100,South Africa,Open-pit,Coal,"Care and maintenance, or closure or post-closure management",2008,,,-26.057,29.485,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Barro Alto,,100,Brazil,Open-pit,Nickel,Operational,,2004,2004,-15.079458,-48.94423,Yes,0,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
Anglo American,Bathopele,Bushveld Complex,100,South Africa,Underground,"Platinum, Palladium, Rhodium, Copper, Nickel, Gold",Operational,,,,-25.689,27.305,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Bokoni,,39,South Africa,Underground,"Platinum, Palladium, Rhodium","Care and maintenance, or closure or post-closure management",2017,,,-24.294,29.869,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Capcoal,"German Creek, Grasstree, Lake Lindsay, Oak Park, Corvus, Tieri, Aquila, Pleiades",70,Australia,"Open-pit, Underground",Coal,Operational,,,,-22.9089,148.5583,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Cerrejón,,33.33,Colombia,Open-pit,Coal,Operational,,1985,2000,11.070713,-72.639419,Yes,0,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
Anglo American,Codemin,,100,Brazil,Open-pit,Nickel,Operational,,,,-14.156836,-48.339837,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Collahuasi,,44,Chile,Open-pit,Copper,Operational,,,,-20.99,-68.635,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Damtshaa,,42.5,Botswana,Open-pit,Diamond Carats,Operational,,,,-21.31,25.534,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Dartbrook,,83.3,Australia,Open-pit,Coal,Operational,,,,-32.1927,150.8968,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Dawson,,51,Australia,Open-pit,Coal,Operational,,,,-24.6093,150.0538,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Debmarine Namibia,,42.5,Namibia,Marine Mining,Diamond Carats,Operational,,,,-28.144554,15.867557,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,El Soldado,,50.1,Chile,Open-pit,Copper,Operational,,,,-32.6504,-71.1134,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Gahcho Kué,,43.35,Canada,Open-pit,Diamond Carats,Operational,,,,63.435008,-109.200867,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Goedehoop,,100,South Africa,"Open-pit, Underground",Coal,Operational,,,,-26.0892,28.9686,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Greenside,,100,South Africa,Underground,Coal,Operational,,,,-25.958,29.181,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Grosvenor,,100,Australia,Underground,Coal,Operational,,,,-21.974214,148.01072,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Isibonelo,,100,South Africa,Open-pit,Coal,Operational,,,,-26.4,29.219,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Jellinbah,,23.3,Australia,Open-pit,Coal,Operational,,,,-23.386,148.948,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Jwaneng,,42.5,Botswana,Open-pit,Diamond Carats,Operational,,,,-24.524573,24.701983,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Kleinkopje,,100,South Africa,Open-pit,Coal,Operational,,,,-25.987,29.21,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Kolomela,,69.7,South Africa,Open-pit,Iron Ore,Operational,,,,-28.380759,22.96381,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Kriel,,73,South Africa,"Open-pit, Underground",Coal,Operational,,,,-26.25856,29.190443,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Kroondal Platinum,,50,South Africa,Underground,"Platinum, Palladium, Rhodium, Gold",Operational,,1999,,-25.707,27.336,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Landau,,100,South Africa,Open-pit,Coal,Operational,,,,-25.872973,29.067064,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Letlhakane,,42.5,Botswana,Open-pit,Diamond Carats,Operational,,,,-21.52,25.689,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Los Bronces,,50.1,Chile,Open-pit,"Copper, Molybdenum",Operational,,1925,2002,-33.149295,-70.285366,Yes,0,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
Anglo American,Mafube,Nooitgedacht,50,South Africa,Open-pit,Coal,Operational,,2007,2004,-25.801769,29.738061,Yes,0,0,0,Not Reported,0,0,0,Not Reported
Anglo American,Minas-Rio,,100,Brazil,Open-pit,Iron Ore,Operational,,,,-18.876528,-43.430703,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Mogalakwena,"Sandsloot, Zwartfontein",79.6,South Africa,Open-pit,"Platinum, Palladium, Rhodium, Copper, Gold, Nickel",Operational,,1993,1993,-23.971841,28.914658,Yes,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
Anglo American,Moranbah North,,88,Australia,Underground,Coal,Operational,,,,-21.876,147.964,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Namdeb,,42.5,Namibia,Open-pit,Diamond Carats,Operational,,,,-28.144554,15.867557,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,New Denmark,,100,South Africa,Underground,Coal,Operational,,,,-26.776,29.391,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,New Vaal,,100,South Africa,Open-pit,Coal,Operational,,,,-26.733,27.954,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Orapa,,42.5,Botswana,Open-pit,Diamond Carats,Operational,,1971,1971,-21.309107,25.369575,Yes,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
Anglo American,Peace River,Trend,100,Canada,Open-pit,Coal,Operational,,,,54.992,-121.012,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Sera Area,"SASA, MPT 25/2011",42.5,South Africa,Marine Mining,Diamond Carats,"Care and maintenance, or closure or post-closure management",2010,,,,,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Siphumelele,Bushveld Complex,100,South Africa,Underground,"Platinum, Palladium, Rhodium, Copper, Nickel, Gold",Operational,,,,-25.702,27.373,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Sishen,,53.2,South Africa,Open-pit,Iron Ore,Operational,,,,-27.73,22.975,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Snap Lake,,85,Canada,Underground,Diamond Carats,"Care and maintenance, or closure or post-closure management",2015,,,63.607,-110.861,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Thabazimbi,,69.7,South Africa,Open-pit,Iron Ore,"Care and maintenance, or closure or post-closure management",2015,,,-24.6167,27.3833,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,The Oaks,,42.5,South Africa,Open-pit,Diamond Carats,"Care and maintenance, or closure or post-closure management",2008,,,-22.954845,28.317639,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Thembelani,Bushveld Complex,100,South Africa,Underground,"Platinum, Palladium, Rhodium, Copper, Nickel, Gold",Operational,,,,-25.652,27.298,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Twickenham,,79.6,South Africa,Underground,"Platinum, Palladium, Rhodium","Care and maintenance, or closure or post-closure management",2016,,,-24.457623,30.058245,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Unki,,78,Zimbabwe,Underground,"Platinum, Palladium, Rhodium, Copper, Gold, Nickel",Operational,,2010,2010,-19.623,30.095,Yes,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
Anglo American,Venetia,,62.9,South Africa,Open-pit,Diamond Carats,Operational,,,,-22.434129,29.313523,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Victor,,85,Canada,Open-pit,Diamond Carats,Operational,,,,52.823,-83.885,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Voorspoed,,62.9,South Africa,Open-pit,Diamond Carats,Operational,,,,-27.399,27.198,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Anglo American,Zibulo,,73,South Africa,"Open-pit, Underground",Coal,Operational,,,,-26.204,29.019,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,Cerro Vanguardia,,92.5,Argentina,"Open-pit, Underground",Gold,Operational,,,,-48.402,-68.285,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,Córrego do Sítio,"CdS I, São Bento, CdS II, Carvoaria, Laranjeiras, Cachorro Bravo, Rosalino",100,Brazil,"Open-pit, Underground",Gold,Operational,,,,-20.02,-43.505,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,Cuiabá Complex,"Cuiabá, Lamego, AGA Mineração",100,Brazil,"Open-pit, Underground",Gold,Operational,,1986,2009,-19.867873,-43.739985,Yes,0,Not Reported,Not Reported,Not Reported,1,0,1,Not Reported
AngloGold Ashanti,Geita,,100,Tanzania,Open-pit,Gold,Operational,,2000,2000,-2.86883,32.185113,Yes,0,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
AngloGold Ashanti,Iduapriem,Teberebie,100,Ghana,Open-pit,Gold,Operational,,1992,2004,5.242384,-2.043678,Yes,0,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
AngloGold Ashanti,Kibali,,45,DRC,"Open-pit, Underground",Gold,Operational,,,,3.114434,29.594179,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,Kopanang,,100,South Africa,Underground,Gold,Operational,,,,-26.981,26.745,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,Moab Khotsong,,100,South Africa,Underground,Gold,Operational,,,,-26.986,26.801,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,Morila,,40,Mali,"Open-pit, Underground, Tailings Leach",Gold,Operational,,,,11.679,-6.852,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,Mponeng,,100,South Africa,Underground,Gold,Operational,,,,-26.438,27.428,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,Nova Lima Sul,"Raposos, Morro da Glória",100,Brazil,Underground,Gold,"Care and maintenance, or closure or post-closure management",2000,,,-19.868,-43.74,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,Obuasi,,100,Ghana,"Open-pit, Underground",Gold,"Care and maintenance, or closure or post-closure management",2016,,,6.17,-1.691,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,Sadiola,,41,Mali,Open-pit,Gold,"Care and maintenance, or closure or post-closure management",2018,1996,2009,13.890016,-11.671449,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,Serra Grande,"Mina III, Mina Nova, Pequizão",100,Brazil,"Open-pit, Underground",Gold,Operational,,,,-14.591024,-48.961988,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,Siguiri,,85,Guinea,Open-pit,Gold,Operational,,1998,1996,11.558,-9.358,Yes,0,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
AngloGold Ashanti,Sunrise Dam,,100,Australia,"Open-pit, Underground",Gold,Operational,,,,-29.082,122.415,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,Surface Operations,"Mine Waste Solutions, Chemwes, First Uranium SA",100,South Africa,Tailings Leach,"Gold, Uranium Oxide",Operational,,,,-26.92,26.834,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,TauTona,,100,South Africa,Underground,Gold,"Care and maintenance, or closure or post-closure management",2017,1962,2009,-26.415556,27.430351,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
AngloGold Ashanti,Tropicana,,70,Australia,Open-pit,Gold,Operational,,2013,2002,-29.248,124.552,Yes,0,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
AngloGold Ashanti,Yatela,,40,Mali,Open-pit,Gold,"Care and maintenance, or closure or post-closure management",2013,,,14.079,-11.75,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Antofagasta,Antucoya,,70,Chile,Open-pit,Copper,Operational,,2016,2016,-22.63451,-69.865996,Yes,0,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
Antofagasta,Centinela,"Esperanza, El Tesoro",70,Chile,Open-pit,"Copper, Gold, Silver, Molybdenum",Operational,,2001,2001,-22.97672,-69.073696,Yes,0,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
Antofagasta,Los Pelambres,,60,Chile,Open-pit,"Copper, Gold, Silver, Molybdenum",Operational,,2000,2000,-31.721432,-70.491375,Yes,0,Not Reported,Not Reported,Not Reported,1,0,1,Not Reported
Antofagasta,Zaldívar,,50,Chile,Open-pit,Copper,Operational,,1995,2015,-24.214008,-69.067307,Yes,0,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
ArcelorMittal,Andrade,,100,Brazil,Open-pit,Iron Ore,Operational,,1944,2009,-19.788889,-43.185833,Yes,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
ArcelorMittal,Atansore,,100,Kazakhstan,"Open-pit, Underground",Iron Ore,Operational,,,,52.7625,71.5464,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,Atasu,,100,Kazakhstan,"Open-pit, Underground",Iron Ore,Operational,,,,48.67415,71.617175,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,Baffinland,Mary River,44.5,Canada,Open-pit,Iron Ore,Operational,,,,71.325841,-79.369971,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,Fire Lake,,85,Canada,Open-pit,Iron Ore,Operational,,,,52.355,-67.365,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,Hibbing Taconite Mines,,62.31,USA,Open-pit,Iron Ore,Operational,,,,47.475,-92.967,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,Karaganda,"Kostenko, Stakhanovskaya, Kuzembaeva, Saranskaya, Sokurskaya, Aktasskaya, Abayskaya, Kalinina, Kazakhstanskaya, Lenina, Naklonnaya, Shakhtinskaya, Tentekskaya",100,Kazakhstan,Underground,Coal,Operational,,,,49.8822,73.1108,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,Kentobe,,100,Kazakhstan,"Open-pit, Underground",Iron Ore,Operational,,,,49.534397,75.879369,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,Kryviy Rih,Novokrivorozhsky,95.13,Ukraine,"Open-pit, Underground",Iron Ore,Operational,,,,47.844293,33.310616,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,Las Truchas,Lázaro Cárdenas,100,Mexico,Open-pit,Iron Ore,Operational,,1976,2006,18.063,-102.366,Yes,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
ArcelorMittal,Liberia,"Yekepa, Tokadeh, Gangra, Yuelliton, Western Range Project",85,Liberia,Open-pit,Iron Ore,Operational,,1976,2005,7.445263,-8.640882,Yes,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
ArcelorMittal,Lisakovsk,"Lisakovsky, Shaimerden, Termitau",100,Kazakhstan,"Open-pit, Underground",Iron Ore,Operational,,1916,1999,52.314,62.625,Yes,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
ArcelorMittal,Ljubija,,35.1,Bosnia and Herzegovina,Open-pit,Iron Ore,Operational,,,,44.87286,16.896959,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,Minorca Mines,Laurentian,100,USA,Open-pit,Iron Ore,Operational,,,,47.5006,-92.4427,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,Mont-Wright,Mt Wright,85,Canada,Open-pit,Iron Ore,Operational,,1976,,52.354623,-67.366755,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,Peña Colorada,Minatitlán,50,Mexico,Open-pit,Iron Ore,Operational,,,,19.382,-104.104,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,Prijedor,"Omarska, Jezero, Buvac",51,Bosnia and Herzegovina,Open-pit,Iron Ore,Operational,,1983,2004,44.871,16.886,Yes,Not Reported,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
ArcelorMittal,Princeton,"Tazewell, McDowell, Low Vol, Mid Vol",100,USA,"Open-pit, Underground",Coal,Operational,,,,37.2963,-81.0634,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,Serra Azul,,100,Brazil,Open-pit,Iron Ore,Operational,,,,-20.113,-44.223,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,Volcan Mines,Sonora,100,Mexico,Open-pit,Iron Ore,Operational,,,,27.738,-109.306,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
ArcelorMittal,XMV Mine No. 36,,100,USA,Underground,Coal,"Care and maintenance, or closure or post-closure management",2009,,,,,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Airly,,100,Australia,Underground,Coal,Operational,,,,-33.1,150.01,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Angus Place,,50,Australia,Underground,Coal,"Care and maintenance, or closure or post-closure management",2015,,,-33.353,150.1,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Bharinto,,67.13,Indonesia,Open-pit,Coal,Operational,,2012,2012,-0.579451,115.704932,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported
Banpu,Charbon,,95,Australia,"Open-pit, Underground",Coal,"Care and maintenance, or closure or post-closure management",2015,,,-32.895,149.98,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Chiang Muan,,100,Thailand,Open-pit,Coal,"Care and maintenance, or closure or post-closure management",2008,,,19.1667,99.9,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Clarence,,85,Australia,Underground,Coal,Operational,,,,-33.464007,150.246132,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Gaohe,,45,China,Underground,Coal,Operational,,,,36.195,113.101942,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Hebi,,40,China,Underground,Coal,Operational,,,,36.029873,114.136633,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Indominco,Mandiri,67.13,Indonesia,Open-pit,Coal,Operational,,1996,2001,-0.324895,117.327253,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported
Banpu,Ivanhoe,,100,Australia,Open-pit,Coal,"Care and maintenance, or closure or post-closure management",2012,,,-33.368154,150.047577,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Jorong,,67.13,Indonesia,Open-pit,Coal,Operational,,1991,2007,-3.903954,115.027804,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported
Banpu,Kitadin-Embalut,,67.13,Indonesia,Open-pit,Coal,Operational,,1978,2009,-0.323603,117.092331,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported
Banpu,Kitadin-Tundung Mayang,,65.13,Indonesia,Open-pit,Coal,"Care and maintenance, or closure or post-closure management",2015,,,-0.317803,117.090582,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Lamberts Gully,,50,Australia,Open-pit,Coal,"Care and maintenance, or closure or post-closure management",2010,,,-35.472587,147.922917,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Lampang,,100,Thailand,Open-pit,Coal,"Care and maintenance, or closure or post-closure management",2008,,,18.169663,99.348484,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Mandalong,,100,Australia,Underground,Coal,Operational,,,,-33.119248,151.462359,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Myuna,,100,Australia,Underground,Coal,Operational,,,,-33.063,151.568,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Newstan,,100,Australia,Underground,Coal,"Care and maintenance, or closure or post-closure management",2010,,,-32.9776,151.5732,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Springvale,,50,Australia,Underground,Coal,Operational,,,,-33.404,150.106,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Banpu,Trubaindo,,67.13,Indonesia,Open-pit,Coal,Operational,,1990,2005,-1.011341,116.893193,Yes,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported
Barrick Gold Corp,Bulyanhulu,"Reef Zero, Reef One, Reef Two",63.9,Tanzania,"Underground, Tailings Leach","Gold, Copper",Operational,,2001,2001,-3.233333,32.483333,Yes,0,Not Reported,Not Reported,Not Reported,0,Not Reported,Not Reported,Not Reported
Barrick Gold Corp,Buzwagi,,63.9,Tanzania,Open-pit,"Gold, Copper",Operational,,,,-3.852045,32.668754,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Barrick Gold Corp,Cortez,"Pipeline, Cortez Hills, Nevada Gold Mines",61.5,USA,"Open-pit, Underground",Gold,Operational,,,,40.240816,-116.70935,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Barrick Gold Corp,David Bell,,100,Canada,Open-pit,Gold,"Care and maintenance, or closure or post-closure management",2010,,,48.692,-85.892,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Barrick Gold Corp,El Indio,,83,Chile,Open-pit,"Gold, Silver, Copper","Care and maintenance, or closure or post-closure management",2002,,,-29.77,-69.98,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Barrick Gold Corp,Eskay Creek,,100,Canada,Underground,"Gold, Silver","Care and maintenance, or closure or post-closure management",2008,,,56.6164,-130.4653,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Barrick Gold Corp,Golden Giant,,100,Canada,Underground,Gold,"Care and maintenance, or closure or post-closure management",2014,,,48.6958,-85.8917,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
Barrick Gold Corp,Golden Sunlight,Bull Mountain,100,USA,Open-pit,Gold,"Care and maintenance, or closure or post-closure management",2019,,,45.906,-112.022,,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected,Not Collected
