Company name,Name of Tailing Storage Facility,Country,Status,Construction method,Impact-based hazard category,Guideline followed for hazard classification system,Latitude (Decimal degrees),Longitude (Decimal degrees)
Anglo American,Gahcho Kué Area 2 FINE PKC,Canada,Active,Downstream,Major,Anglo American Technical Standard (AA TS 602 001),63.463619,-109.2117519
Anglo American,Gahcho Kué Course PKC Pile,Canada,Active,Dry stack,High,Anglo American Technical Standard (AA TS 602 001),63.443218,-109.1829519
Anglo American,Victor Fines PK storage  facility,Canada,Active,Downstream,Minor,"Anglo American Technical Standard (AA TS 602 001), CDA, Mine Rehabilitation Code of Ontario",52.82306667,-83.9387
Anglo American,Victor Coarse PK & Low  Grade Ore Stockpile,Canada,Active,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),52.81058056,-83.90633889
Anglo American,Victor Coarse PK &  Overburden Stockpile,Canada,Active,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),52.80784444,-83.92036944
Anglo American,Snap Lake North Pile ,Canada,Inactive,Hybrid,Minor,"Anglo American Technical Standard (AA TS 602 001), CDA, MAC",63.60527778,-110.8666667
Anglo American,Venetia FRDs,South Africa,Active,"Upstream, Modified Centreline, Downstream",Major,Anglo American Technical Standard (AA TS 602 001),-22.42825,29.29834167
Anglo American,Venetia CRD,South Africa,Active,Dry stack,Major,Anglo American Technical Standard (AA TS 602 001),-22.44953889,29.30402222
Anglo American,Voorspoed FRDs,South Africa,Inactive,Downstream,Moderate,Anglo American Technical Standard (AA TS 602 001),-27.38825833,27.20012222
Anglo American,Voorspoed CRD,South Africa,Inactive,Dry stack,Low,SANS 10286,-27.38476111,27.18371944
Anglo American,Namaqualand AK3 FRD,South Africa,Inactive,Downstream,Major,Anglo American Technical Standard (AA TS 602 001),-29.64221667,17.04088611
Anglo American,Namaqualand AK3 CRD,South Africa,Inactive,Dry stack,Low,SANS 10286,-29.64706389,17.044575
Anglo American,Namaqualand Bulk  Sample Plant FRD,South Africa,Inactive,In‐Pit,Minor,Anglo American Technical Standard (AA TS 602 001),-29.589625,17.03418889
Anglo American, Namaqualand Bulk  Sample CRD,South Africa,Inactive,Dry stack,Low,SANS 10286,-29.5866,17.04147778
Anglo American,Namaqualand Tweepad  FRD,South Africa,Inactive,Downstream,Moderate,Anglo American Technical Standard (AA TS 602 001),-29.45615,17.00144167
Anglo American,Namaqualand Tweepad  CRD,South Africa,Inactive,Dry stack,Low,SANS 10286,-29.45264167,17.02178889
Anglo American,The Oaks Paste  Paddocks ,South Africa,Closed,Downstream,Low,SANS 10286,-22.95604722,28.31139167
Anglo American,The Oaks Pase &  Tailings (Coarse) Co‐ disposal Residue  Paddocks ,South Africa,Closed,Downstream,Low,SANS 10286,-22.98532778,28.31239722
Anglo American,Moranbah North Mine ‐  Codisposal Area / CDA,Australia,Active,Upstream,Significant / High,Anglo American Technical Standard (AA TS 602 001),-21.872,147.948
Anglo American,Capcoal / Pit C Tailings  Dam,Australia,Active,In Pit,Significant / Moderate,Anglo American Technical Standard (AA TS 602 001),-22.922,148.57
Anglo American,Capcoal / Pit B1 Tailings  Dam,Australia,Inactive,In Pit,Significant / Moderate,Anglo American Technical Standard (AA TS 602 001),-22.962,148.552
Anglo American,Capcoal / Pit B2 Tailings  Dam,Australia,Inactive,In Pit,Significant / Moderate,Anglo American Technical Standard (AA TS 602 001),-22.95,148.556
Anglo American,Capcoal / Pit D  Tailings  Dam North,Australia,Inactive,In Pit,Significant / Moderate,Anglo American Technical Standard (AA TS 602 001),-22.888,148.566
Anglo American,Capcoal / Pit D Tailings  Dam South,Australia,Inactive,In Pit,Significant / Moderate,Anglo American Technical Standard (AA TS 602 001),-22.888,148.566
Anglo American,Capcoal / Pit F  Mine affected water,Australia,Inactive,In Pit,Significant / Moderate,Anglo American Technical Standard (AA TS 602 001),-22.965,148.56
Anglo American,Capcoal / Old Tailings  Dam,Australia,Closed,Centreline,N/A,Anglo American Technical Standard (AA TS 602 001),Not Reported,Not Reported
Anglo American,Dawson Nth TSF Cell,Australia,Active,In Pit,Low / Moderate,Anglo American Technical Standard (AA TS 602 001),-24.563,150.051
Anglo American,Dawson Nth TSF Cell 2,Australia,Inactive,In Pit,Low / Minor,Anglo American Technical Standard (AA TS 602 001),-24.5,179.604
Anglo American,Dawson 2A TSF,Australia,Inactive,In Pit,Low / Moderate,Anglo American Technical Standard (AA TS 602 001),-24.55,150.038
Anglo American,Dawson Nth Cell 1 TSF,Australia,Inactive,In Pit,Low / Insignificant,Anglo American Technical Standard (AA TS 602 001),-24.507,150.059
Anglo American,Dawson 1B South TSF,Australia,Inactive,In Pit,Low / High,Anglo American Technical Standard (AA TS 602 001),-24.557,179.959
Anglo American,Dawson Pit 2D TSF,Australia,Inactive,In Pit,Low / Minor,Anglo American Technical Standard (AA TS 602 001),-24.556,150.055
Anglo American,"Los Bronces, Perez Caldera",Chile,Inactive,Downstream,Major,Anglo American Technical Standard (AA TS 602 001),-33.22305556,-70.34388889
Anglo American,"Los Bronces, Las Tortolas",Chile,Active,Downstream,Major,Anglo American Technical Standard (AA TS 602 001),-33.12388889,-70.73222222
Anglo American,"El Soldado, Dams No. 1 and 2",Chile,Inactive,Landform,High,Anglo American Technical Standard (AA TS 602 001),-32.66416667,-71.14722222
Anglo American,"El Soldado, Dam No. 3",Chile,Inactive,Downstream,Moderate,Anglo American Technical Standard (AA TS 602 001),-32.66944444,-71.14416667
Anglo American,"El Soldado, Dam No. 4",Chile,Inactive,Downstream,Major,Anglo American Technical Standard (AA TS 602 001),-32.65861111,-71.16527778
Anglo American,"El Soldado, El Torito ",Chile,Active,"Centreline, Downstream",Major (main wall). Moderate (other walls),Anglo American Technical Standard (AA TS 602 001),-32.64055556,-71.16222222
Anglo American,Chagres Slag Heap,Chile,Active,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),-32.80277778,-70.955
Anglo American,"Minas Rio, Serro da Sapo Tailings Dam",Brazil,Active,Downstream,Major,Anglo American Technical Standard (AA TS 602 001),-18.86083333,-43.40472222
Anglo American,Codemin: Dust  Reservoir Nº 1,Brazil,Active,Embankment type,Low,National Dams Security Policy: law Nº 12.334/2010.,-14.14944444,-48.34194444
Anglo American,Codemin: Dust  Reservoir Nº 2,Brazil,Active,Embankment type,Low,National Dams Security Policy: law Nº 12.334/2010.,-14.14722222,-48.34194444
Anglo American,Codemin: Dust  Reservoir Nº 3,Brazil,Active,Embankment type,Low,National Dams Security Policy: law Nº 12.334/2010.,-14.15361111,-48.34333333
Anglo American,Codemin: Slag Pile No. 1,Brazil,Inactive,Dry stack,Moderate,Anglo American Technical Standard (AA TS 602 001),-14.15111111,-48.34555556
Anglo American,Codemin: Slag Pile No. 2,Brazil,Active,Dry stack,High,Anglo American Technical Standard (AA TS 602 001),-14.15722222,-48.34333333
Anglo American,Barro Alto: Slag Pile No.  1,Brazil,Active,Dry stack,High,Anglo American Technical Standard (AA TS 602 001),-15.08944444,-48.33805556
Anglo American,Sishen Mine (DMS  Dams 1 to 4 and JIG  infill Legs 1 to 4),South Africa,Active,Upstream,Major,Anglo American Technical Standard (AA TS 602 001),-27.74272222,23.04044444
Anglo American,Sishen Mine Dormant  Tailings Storage Facility  1 (near pit) ,South Africa,Inactive,Upstream,Moderate,Anglo American Technical Standard (AA TS 602 001),-27.76191667,22.97936111
Anglo American,Sishen Mine Dormant  Tailings Storage Facility  2,South Africa,Inactive,Upstream,Minor,Anglo American Technical Standard (AA TS 602 001),-27.77486111,22.96730556
Anglo American,Kolomela Mine Tailings  Facility,South Africa,Active,Water Retaining,Moderate,Anglo American Technical Standard (AA TS 602 001),-28.38069444,22.94605556
Anglo American,Goedehoop Bank 2 Co‐disposal,South Africa,Active,Downstream to Upstream,Major,Anglo American Technical Standard (AA TS 602 001),-25.96527778,29.45527778
Anglo American,Goedehoop Bank 5 Co‐disposal,South Africa,Closed,Downstream to Upstream,High,Anglo American Technical Standard (AA TS 602 001),-26.0075,29.45833333
Anglo American,Goedehoop Schoonie Dump,South Africa,Closed,Dry stack,Insignificant,Anglo American Technical Standard (AA TS 602 001),-25.98527778,29.44416667
Anglo American,Goedehoop Co‐disposal,South Africa,Active,Downstream,Major,Anglo American Technical Standard (AA TS 602 001),-26.09472222,29.42861111
Anglo American,Goedehoop Old Springbok No.1 ,South Africa,Closed,Dry stack,Moderate,Anglo American Technical Standard (AA TS 602 001),-26.08722222,29.49833333
Anglo American,Goedehoop Old Springbok No.2 ,South Africa,Closed,Dry stack,Moderate,Anglo American Technical Standard (AA TS 602 001),-26.09166667,29.33555556
Anglo American,Goedehoop Klein Shaft,South Africa,Closed,Dry stack,Insignificant,Anglo American Technical Standard (AA TS 602 001),-26.0475,29.30888889
Anglo American,Goedehoop Old Slurry Dams,South Africa,Active,Downstream,Minor,Anglo American Technical Standard (AA TS 602 001),-26.10444444,29.41972222
Anglo American,Goedehoop Hope Dump,South Africa,Closed,Unknown,Moderate,Anglo American Technical Standard (AA TS 602 001),-26.12027778,29.39805556
Anglo American,Khwezela Klippan Co‐disposal,South Africa,Active,"Downstream, Upstream",Major,Anglo American Technical Standard (AA TS 602 001),-25.98888889,29.21222222
Anglo American,Khwezela Landau 1 Dump,South Africa,Inactive,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),-25.92277778,29.18777778
Anglo American,Khwezela Landau 2 Dump,South Africa,Inactive,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),-25.9225,29.20694444
Anglo American,Khwezela Klipfontein Dump,South Africa,Active,Dry stack,Moderate,Anglo American Technical Standard (AA TS 602 001),-25.94055556,29.21361111
Anglo American,Khwezela Slurry Dam 4 ,South Africa,Closed,Downstream,Minor,Anglo American Technical Standard (AA TS 602 001),-26.02333333,29.40388889
Anglo American,Khwezela Slurry Dam 5,South Africa,Closed,Downstream,Minor,Anglo American Technical Standard (AA TS 602 001),-26.03472222,29.42027778
Anglo American,Khwezela Kleinkopje Dump/Roof  Coal Dump combined,South Africa,Active,Dry stack,Moderate,Anglo American Technical Standard (AA TS 602 001),-26.02166667,29.22138889
Anglo American,Khwezela Old Navigation Dump,South Africa,Inactive,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),-25.91138889,29.16166667
Anglo American,Khwezela Anglo French,South Africa,Inactive,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),-25.935,29.14888889
Anglo American,Khwezela Blaauwkrans Co‐ disposal (North ext. and  old combined),South Africa,Active,Dowstream,Major,Anglo American Technical Standard (AA TS 602 001),-25.92777778,29.15583333
Anglo American,Greenside Co‐disposal,South Africa,Active,"Downstream, Centreline",Major,Anglo American Technical Standard (AA TS 602 001),-25.96138889,29.18694444
Anglo American,Greenside Clydesdale Dump,South Africa,Inactive,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),-25.94666667,29.16111111
Anglo American,Mafube Discards Dump,South Africa,Active,Dry stack,Moderate,Anglo American Technical Standard (AA TS 602 001),-25.80972222,29.75416667
Anglo American,Mafube De‐watered  Fines Dump,South Africa,Active,Dry stack,High,Anglo American Technical Standard (AA TS 602 001),-25.80916667,29.75777778
Anglo American,Vryheid Coronation Colliery No. 1 Dump,South Africa,Closed,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),-27.67194444,31.05555556
Anglo American,Vryheid Coronation  Colliery No. 2 Dump,South Africa,Closed,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),-27.67722222,31.04611111
Anglo American,Vryheid Coronation  Colliery No. 3 Dump,South Africa,Closed,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),-27.67055556,31.075
Anglo American,Vryheid Coronation  Colliery No. 4 Dump,South Africa,Closed,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),-27.66972222,31.08
Anglo American,Natal Anthracite  Colliery Boschoek,South Africa,Closed,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),-27.80861111,31.10555556
Anglo American,Ingagane No. 1,South Africa,Closed,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),-27.87277778,30.04527778
Anglo American,Ingagane No. 2,South Africa,Closed,Dry stack,Minor,Anglo American Technical Standard (AA TS 602 001),-27.86777778,30.03972222
Anglo American,Middelburg Steam &  Station Colliery Presentation Dump,South Africa,Inactive,Dry stack,Significant,Anglo American Technical Standard (AA TS 602 001),-25.85388889,29.19444444
Anglo American,Middelburg Steam &  Station Colliery No. 2 Dump,South Africa,Inactive,Dry stack,Significant,Anglo American Technical Standard (AA TS 602 001),-25.85611111,29.18805556
Anglo American,Amandelbult,South Africa,Active,Upstream,Major (High),"Anglo American Technical Standard (AA TS 602 001), SANS 10286",-24.80972,27.34895
Anglo American,Mogalakwena Blinkwater,South Africa,Active,Downstream,Major (High),"Anglo American Technical Standard (AA TS 602 001), SANS 10286",-23.95692,28.9394
Anglo American,Mogalakwena Vaalkop,South Africa,Active,Upstream,Major (High),"Anglo American Technical Standard (AA TS 602 001), SANS 10286",-23.98747,28.92651
Anglo American,Mototolo Helena Dam 1,South Africa,Active,Upstream,Major (High),"Anglo American Technical Standard (AA TS 602 001), SANS 10286",-25.01605,30.11316
Anglo American,Mototolo Mareesburg,South Africa,Active,Upstream,Major (High),"Anglo American Technical Standard (AA TS 602 001), SANS 10286",-25.01143,30.14734
Anglo American,Unki Dam 1,Zimbabwe,Active,Hybrid,Major,Anglo American Technical Standard (AA TS 602 001),-19.62417,30.07222
Anglo American,Polokwane Slag  Stockpile,South Africa,Active,Dry stack,Low (Moderate),"Anglo American Technical Standard (AA TS 602 001), SANS 10286",-24.033458,29.4659
Anglo American,Mortimer Slag Stockpile,South Africa,Active,Dry stack,Low (Moderate),"Anglo American Technical Standard (AA TS 602 001), SANS 10286",-24.968333,27.144167
Anglo American,Unki Slag Stockpile,Zimbabwe,Active,Dry stack,Insignificant,Anglo American Technical Standard (AA TS 602 001),-19.613694,30.097567
Anglo American,"Orapa Plant 1 Old  Slimes dams (A, B, C, D  paddocks)",Botswana,Active,Upstream,Minor,Anglo American Technical Standard (AA TS 602 001),-21.296039,25.379076
Anglo American,Orapa Plant 2 FRD 1,Botswana,Inactive,Upstream,Major,Anglo American Technical Standard (AA TS 602 001),-21.296039,25.379077
Anglo American,Orapa Plant 2 FRD 2,Botswana,Inactive,Upstream,Major,Anglo American Technical Standard (AA TS 602 001),-21.296039,25.379078
Anglo American,Orapa FRD 3,Botswana,Active,Centre wall,Major,Anglo American Technical Standard (AA TS 602 001),-21.296039,25.379078
Anglo American,Lethlakane Slimes dams,Botswana,Active,Upstream,Moderate,Anglo American Technical Standard (AA TS 602 001),-21.51222222,25.69444444
Anglo American,Damtshaa FRD,Botswana,Active,Downstream,High,Anglo American Technical Standard (AA TS 602 001),-21.31027778,25.54194444
Anglo American,Jwaneng FRD 1‐4,Botswana,Inactive,Upstream,High,Anglo American Technical Standard (AA TS 602 001),-24.54055556,24.68
Anglo American,Jwaneng FRD 7,Botswana,Active,Downstream,Major,Anglo American Technical Standard (AA TS 602 001),-24.52722222,24.66472222
Anglo American,Jwaneng FRD 8,Botswana,Active,Downstream,Major,Anglo American Technical Standard (AA TS 602 001),-24.55222222,24.66777778
Anglo American,Jwaneng JMP CRD,Botswana,Active,Dry stack,High,Anglo American Technical Standard (AA TS 602 001),-24.55138889,24.70305556
Anglo American,Jwaneng RP CRD,Botswana,Active,Dry stack,High,Anglo American Technical Standard (AA TS 602 001),-24.56666667,24.68888889
Anglo American,Damtshaa CRD,Botswana,Active,Dry stack,High,Anglo American Technical Standard (AA TS 602 001),-21.31027778,25.54194444
Anglo American,Letlhakane LTP CRD,Botswana,Active,Dry stack,High,Anglo American Technical Standard (AA TS 602 001),-21.51222222,25.69444444
Anglo American,Orapa Plant 1 CRD,Botswana,Active,Dry stack,Major,Anglo American Technical Standard (AA TS 602 001),-21.30277778,25.40277778
Anglo American,Orapa Plant 2 CRD,Botswana,Active,Dry stack,High,Anglo American Technical Standard (AA TS 602 001),-21.30111111,25.39805556
Anglo American,"Orange River, Auchas FRD ",Namibia,Inactive,Downstream,High,Anglo American Technical Standard (AA TS 602 001),-28.34972222,16.78
Anglo American,"Orange River, Daberas FRD 2 (Starter Dam)",Namibia,Inactive,Downstream,Major,Anglo American Technical Standard (AA TS 602 001),-28.26,16.80305556
Anglo American,"Orange River, Daberas FRD 3 (Megadam)",Namibia,Inactive,Downstream,Major,Anglo American Technical Standard (AA TS 602 001),-28.24833333,16.77416667
Anglo American,"Orange River, Daberas FRD 4 (Zone 7)",Namibia,Inactive,Downstream,Moderate,Anglo American Technical Standard (AA TS 602 001),-28.24361111,16.77972222
Anglo American,"Orange River, Daberas FRD 5 (Zone 8)",Namibia,Active,In-pit,Minor,Anglo American Technical Standard (AA TS 602 001),-28.24111111,16.77611111
Anglo American,"Orange River, Sendelingsdrif FRD 6 (Zone 7)",Namibia,Inactive,In-pit,Minor,Anglo American Technical Standard (AA TS 602 001),-28.15694444,16.84083333
Anglo American,"Orange River, Sendelingsdrif FRD 7 (Zone 6)",Namibia,Active,In-pit,Minor,Anglo American Technical Standard (AA TS 602 001),-28.14888889,16.84361111
Anglo American,"Orange River, Sendelingsdrif CRD ‐ TD1",Namibia,Active,Dry stack,Insignificant,Anglo American Technical Standard (AA TS 602 001),-28.16222222,16.85222222
Anglo American,"Orange River, Daberas DTP CRD",Namibia,Inactive,Dry stack,Insignificant,Anglo American Technical Standard (AA TS 602 001),-28.27583333,16.77666667
Anglo American,"Orange River, Daberas OTP CRD",Namibia,Inactive,Dry stack,Insignificant,Anglo American Technical Standard (AA TS 602 001),-28.24611111,16.80583333
Anglo American,"Orange River, Auchas CRD",Namibia,Inactive,Dry stack,Insignificant,Anglo American Technical Standard (AA TS 602 001),-28.13861111,16.76833333
Anglo American,"Southern Coastal, 1 Plant CRD",Namibia,Inactive,Dry stack,Insignificant,Anglo American Technical Standard (AA TS 602 001),-28.13861111,15.88138889
Anglo American,"Southern Coastal, 2 Plant CRD",Namibia,Inactive,Dry stack,Insignificant,Anglo American Technical Standard (AA TS 602 001),-28.16222222,16.07277778
Anglo American,"Southern Coastal, 3 Plant CRD",Namibia,Inactive,Dry stack,Insignificant,Anglo American Technical Standard (AA TS 602 001),-28.16222222,16.27805556
Anglo American,"Southern Coastal, 4 Plant CRD",Namibia,Inactive,Dry stack,Insignificant,Anglo American Technical Standard (AA TS 602 001),-28.16222222,16.3375
Anglo American,"Southern Coastal, PTF CRD",Namibia,Inactive,Dry stack,Insignificant,Anglo American Technical Standard (AA TS 602 001),-28.59416667,16.40527778
Anglo American,"Southern Coastal, Elizabeth Bay CRD",Namibia,Inactive,Dry stack,Insignificant,Anglo American Technical Standard (AA TS 602 001),-26.89138889,15.19555556
Anglo American,Collahuasi: Pampa  Pabellón TSF,Chile,Active,Downstream,Low,"Supreme Decree # 248, issued by the sectoral authority (Sernageomin D.S. # 248)",-20.94527778,-68.60444444
Anglo American,Cerrejon TSF (North and  South),Colombia,South Cell: inactive. North cell: active,Downstream,Significant,Canadian Dam Association (CDA),11.10555556,-72.64361111
Anglo American,Wessels,South Africa,Active,Upstream,Low,SANS 10286,-27.11188333,22.85958333
Anglo American,Mamatwan ‐ Adams pit,South Africa,Active,Other,N/A,N/A,-27.38176667,22.9879
Anglo American,GEMCO ‐ TSF5,Australia,Inactive,Centreline,Significant,ANCOLD,-13.97455,136.4339667
Anglo American,GEMCO ‐ TSF6,Australia,Inactive,Centreline/upstream portion,Significant,ANCOLD,-13.97971667,136.43365
Anglo American,GEMCO ‐ TSF7,Australia,Inactive,Centreline,Significant,ANCOLD,-13.97673333,136.4279333
Anglo American,GEMCO ‐ TSF8,Australia,Inactive,Centreline,Low,ANCOLD,-13.99271667,136.4385167
Anglo American,GEMCO ‐ TSF10,Australia,Inactive,Centreline,Significant,ANCOLD,-13.98816667,136.4324833
Anglo American,GEMCO ‐ TSF11,Australia,Active,Downstream,High A,ANCOLD,-13.99636667,136.44885
Anglo American,GEMCO ‐ TSF13,Australia,Active,Centreline,High C,ANCOLD,-14.0134,136.4486
Anglo American,GEMCO ‐ TSF14,Australia,Active,Centreline,Significant,ANCOLD,-13.99476667,136.43
Anglo American,GEMCO ‐ TSF16,Australia,Active,Centreline,Significant,ANCOLD,-13.99868333,136.43625
Anglo American,Metalloys ‐ New North  Plant Sludge Dam,South Africa,Active,Downstream,Small Category 1,GNR 139,-26.56793333,27.98768333
Anglo American,Metalloys ‐ New West  Plant Sludge Dam,South Africa,Active,Downstream,Small Category 1,GNR 139,-26.56065,27.9865
Anglo American,TEMCO ‐ Fume dam 1,Australia,Inactive,Centreline,Not classified,ANCOLD,-41.13326667,146.8441667
Anglo American,TEMCO ‐ Fume dam 2,Australia,Inactive,Centreline,Not classified,ANCOLD,-41.13443333,146.8452667
Anglo American,TEMCO ‐ Fume dam 3,Australia,Active,Centreline,Significant,ANCOLD,-41.13388333,146.84755
Anglo American,Lake Vermont Mine CDA1,Australia,Inactive,Upstream Co‐disposal,Low ‐ Harm to Humans. Significant ‐ General Environmental Harm. Low ‐ Economic Loss or Property Damage,Queensland Department of Environment and Science ‐ Manual for assessing consequence categories and hydraulic performance of structures,-22.45638889,148.4013889
Anglo American,Lake Vermont Mine CDA2,Australia,Active,Upstream Co‐disposal,Low ‐ Harm to Humans. Significant ‐ General Environmental Harm. Low ‐ Economic Loss or Property Damage,Queensland Department of Environment and Science ‐ Manual for assessing consequence categories and hydraulic performance of structures,-22.44861111,148.4016667
Anglo American,Lake Vermont Mine CDA3,Australia,Active,Upstream Co‐disposal,Low ‐ Harm to Humans. Significant ‐ General Environmental Harm. Low ‐ Economic Loss or Property Damage,Queensland Department of Environment and Science ‐ Manual for assessing consequence categories and hydraulic performance of structures,-22.45638889,148.3944444
Anglo American,"Jellinbah Mine, Max Pit Tailings Facility",Australia,Active,Other,Low ‐ Harm to Humans. Significant ‐ General Environmental Harm. Low ‐ Economic Loss or Property Damage,Queensland Department of Environment and Science ‐ Manual for assessing consequence categories and hydraulic performance of structures,-23.38194444,148.9333333
Anglo American,"Bokoni JV, Consolidated Dam",South Africa,Care and Maintenance ,Upstream,Major (High),SANS 10286,-24.29644,29.87809
Anglo American,"Bokoni JV, Dam 6",South Africa,Care and Maintenance ,Upstream,Major (High),SANS 10286,-24.30033,29.88824
Anglo American,Modikwa,South Africa,Active,Upstream,Major (High),SANS 10286,-24.651158,30.1519
Anglo American,"Kroondal JV (PSA1), K1",South Africa,Active,Upstream,Major (High),SANS 10286,-25.71306,27.3296
Anglo American,"Kroondal JV (PSA1), K150",South Africa,Active,Upstream,Major (High),SANS 10286,-25.7164,27.35163
Anglo American,"Kroondal JV (PSA1), K2",South Africa,Active,Upstream,Major (High),SANS 10286,-25.71688,27.3604
Anglo American,"Kroondal JV (PSA2), Marikana",South Africa,Active,Upstream,Major (High),SANS 10286,-25.732519,27.40939
Anglo American,"Mogalakwena  Concentrator Lease  Agreement, Lonmin / Baobab",South Africa,Active,"Upstream, spigotted tailing",High Safety Hazard,SANS 10286,-24.3698,29.4714
Anglogold Ashanti,"Cerro Vanguardia, CVSA TSF",Argentina,Active,Downstream,High / High C,ANCOLD,-48.39030556,-68.23693611
Anglogold Ashanti,"Corrego do Sitio, CdS II TSF",Brazil,Active,Centreline,High,Mining Agency Legislation (Portaria 70389/20'7),-19.98308611,-43.47209167
Anglogold Ashanti,"Corrego do Sitio, CDS 1 TSF",Brazil,Active,Downstream,High,Mining Agency Legislation (Portaria 70389/20'7),-20.0191,-43.49385833
Anglogold Ashanti,Cuiaba TSF,Brazil,Active,Downstream,High,Mining Agency Legislation (Portaria 70389/20'7),-19.86900278,-43.72669444
Anglogold Ashanti,"Cuiaba, Open Pit",Brazil,Active,Upstream,High,Mining Agency Legislation (Portaria 70389/20'7),-19.86432778,-43.74699444
Anglogold Ashanti,"Queiroz, Calcine TSF",Brazil,Active,Downstream,High,Mining Agency Legislation (Portaria 70389/20'7),-19.96190556,-43.83956389
Anglogold Ashanti,"Queiroz, Cocoruto TSF",Brazil,Active,Downstream,High,Mining Agency Legislation (Portaria 70389/20'7),-19.97448056,-43.83120833
Anglogold Ashanti,"Queiroz, Rapaunha TSF",Brazil,Active,Downstream,High,Mining Agency Legislation (Portaria 70389/20'7),-19.96503333,-43.84335
Anglogold Ashanti,"Mina Serra Grande, MSG TSF",Brazil,Active,Upstream,High,Mining Agency Legislation (Portaria 70389/20'7),-14.56178889,-49.95794167
Anglogold Ashanti,Geita TSF,Tanzania,Active,Upstream,High,SANS 10286,-2.848011111,32.19506389
Anglogold Ashanti,Geita Old TSF,Tanzania,Inactive,Upstream,High,SANS 10286,-2.865638889,32.18130556
Anglogold Ashanti,"Iduapriem, I TSF",Ghana,Inactive,Upstream,High,"Ghana Minerals & Mining (Health, Safety & Technical Regulations 2012) MINCOM LI 1282",5.246380556,-2.053991667
Anglogold Ashanti,"Iduapriem, Block 1 Pit",Ghana,Inactive,N/A,N/A,N/A,5.243419444,-2.030977778
Anglogold Ashanti,"Iduapriem, Block 2 Pit",Ghana,Inactive,N/A,N/A,N/A,5.246380556,-2.053991667
Anglogold Ashanti,"Iduapriem, GTSF",Ghana,Active,Upstream,High,"Ghana Minerals & Mining (Health, Safety & Technical Regulations 2012) MINCOM LI 1282",5.246380556,-2.053991667
Anglogold Ashanti,"Obuasi, Kokotesua TSF",Ghana,Inactive,Upstream,High,"Ghana Minerals & Mining (Health, Safety & Technical Regulations 2012) MINCOM LI 1282",6.221155556,-1.665486111
Anglogold Ashanti,"Obuasi, Pompora TSF",Ghana,Inactive,Upstream,High,"Ghana Minerals & Mining (Health, Safety & Technical Regulations 2012) MINCOM LI 1282",6.221666667,-1.653688889
Anglogold Ashanti,"Obuasi, STSF",Ghana,Inactive,Upstream,High,"Ghana Minerals & Mining (Health, Safety & Technical Regulations 2012) MINCOM LI 1282",6.194430556,-1.718727778
Anglogold Ashanti,Sadiola TSF,Mali,Active,Upstream,High,SANS 10286,13.86395,-11.65024167
Anglogold Ashanti,Siguiri TSF,Guinea,Active,Upstream & Downstream,High,SANS 10286,11.518525,-9.408088889
Anglogold Ashanti,"Sunrise Dam, CTD TSF",Australia,Active,Central Thickened Discharge,Low,ANCOLD,-29.11294167,122.4582167
Anglogold Ashanti,"Sunrise Dam, TSF 1",Australia,Inactive,Upstream,Low,ANCOLD,-29.07765,122.4465778
Anglogold Ashanti,Tropicana TSF,Australia,Active,Downstream,High C,ANCOLD,-29.23240833,124.5526389
Anglogold Ashanti,"Mine Waste Solutions, Kareerand",South Africa,Active,Upstream,High,SANS 10286,-26.88796389,26.89376389
Anglogold Ashanti,"Mine Waste Solutions, Buffelsfontein 1",South Africa,Inactive,Upstream,High,SANS 10286,-26.91420556,26.80520556
Anglogold Ashanti,"Mine Waste Solutions, Buffelsfontein 5",South Africa,Inactive,Upstream,High,SANS 10286,-26.91856111,26.78669167
Anglogold Ashanti,"Mine Waste Solutions, Hartebeesfontein 1 & 2",South Africa,Reclamation,Upstream,High,SANS 10286,-26.88045556,26.76915556
Anglogold Ashanti,"Mine Waste Solutions, Hartebeesfontein 5 & 6",South Africa,Inactive,Upstream,High,SANS 10286,-26.87735833,26.75455
Anglogold Ashanti,"Mine Waste Solutions, MWS (Chemwes) 4",South Africa,Inactive,Upstream,High,SANS 10286,-26.81113333,26.80075556
Anglogold Ashanti,"Mine Waste Solutions, MWS (Chemwes) 5",South Africa,Inactive,Upstream,High,SANS 10286,-26.81871944,26.77259167
Anglogold Ashanti,"Mine Waste Solutions, East Complex",South Africa,Reclamation,Upstream,High,SANS 10286,-26.91715,26.7698
Anglogold Ashanti,"Mine Waste Solutions, Sulphur Pay Dam",South Africa,Reclamation,Upstream,High,SANS 10286,-26.90460556,26.76553889
