Company name,Name of Tailing Storage Facility,Country,Status,Construction method,Impact-based hazard category,Guideline followed for hazard classification system,Latitude (Decimal degrees),Longitude (Decimal degrees)
BHP,"Copper Cities , No. 8 Tailings",USA,Inactive,Upstream,Very High,"Canadian Dam Association, Arizona Department of Environmental Quality",33.451026,-110.847079
BHP,"Copper Cities, No. 9 Tailings",USA,Inactive,Upstream,Significant,"Canadian Dam Association, Arizona Department of Environmental Quality",33.442478,-110.887516
BHP,East Kemptville Tailings Management Area,Canada,Closed,Centreline,High,Canadian Dam Association (CDA),44.111,-65.702
BHP,"Elliot Lake, Lacnor Tailings Management Area",Canada,Closed,Upstream,Low,"Canadian Dam Association, MNR Ontario Dam Safety Guidelines",46.392515,-82.585363
BHP,"Elliot Lake, Milliken Tailings Management Area",Canada,Closed,Centreline,High,"Canadian Dam Association, MNR Ontario Dam Safety Guidelines",46.399908,-82.646575
BHP,"Elliot Lake, Nordic Tailings Management Area",Canada,Closed,Upstream,Significant,"Canadian Dam Association, MNR Ontario Dam Safety Guidelines",46.38231,-82.607482
BHP,"Elliot Lake, Panel Tailings Management Area",Canada,Closed,Centreline,High,"Canadian Dam Association, MNR Ontario Dam Safety Guidelines",46.52408,-82.551727
BHP,"Elliot Lake, Pronto Tailings Management Area",Canada,Closed,Centreline,Very High,"Canadian Dam Association, MNR Ontario Dam Safety Guidelines",46.206818,-82.704707
BHP,"Elliot Lake, Quirke Tailings Management Area",Canada,Closed,Centreline,Very High,"Canadian Dam Association, MNR Ontario Dam Safety Guidelines",46.50859,-82.657137
BHP,"Elliot Lake, Spanish American Tailings Management Area",Canada,Closed,Centreline,Low,"Canadian Dam Association, MNR Ontario Dam Safety Guidelines",46.472266,-82.601569
BHP,"Elliot Lake, Stanleigh Tailings Management Area",Canada,Closed,Centreline,Very High,"Canadian Dam Association, MNR Ontario Dam Safety Guidelines",46.44754,-82.59924
BHP,"Island Copper, Island Copper Tailings",Canada,Closed,N/A - in-pit or natural depression,N/A,N/A,50.59055,-127.467926
BHP,"Lisbon, Lower Tailings Impoundment",USA,Closed,Downstream,High,"Canadian Dam Association, Utah Dam Safety",38.266665,-109.283435
BHP,"Lisbon, Upper Tailings Impoundment",USA,Closed,Downstream,High,"Canadian Dam Association, Utah Dam Safety",38.266746,-109.289064
BHP,"Miami, Canyon Tailings",USA,Inactive,Upstream,Very High,"Canadian Dam Association, Arizona Department of Environmental Quality",33.405426,-110.869838
BHP,"Miami, Miami Avenue Tailings",USA,Inactive,Upstream,Extreme,"Canadian Dam Association, Arizona Department of Environmental Quality",33.404667,-110.873353
BHP,"Miami, No. 2 Tailings Storage Facility",USA,Closed,N/A - in-pit or natural depression,Low,Internal,33.408419,-110.866957
BHP,"Old Dominion, Old Dominion Tailings No 1 (ODT1)",USA,Closed,Upstream,Very High,"Canadian Dam Association, Arizona Department of Environmental Quality",33.415831,-110.79549
BHP,"Old Dominion, Old Dominion Tailings No 2 (ODT2)",USA,Closed,Upstream,High,"Canadian Dam Association, Arizona Department of Environmental Quality",33.413253,-110.794813
BHP,"Old Dominion, Old Dominion Tailings No 3 (ODT3)",USA,Closed,Upstream,High,"Canadian Dam Association, Arizona Department of Environmental Quality",33.421585,-110.799598
BHP,"Poirier, Poirier Tailings Disposal Area",Canada,Closed,Upstream,Low,"Canadian Dam Association, Quebec Dam Safety Regulations",49.445809,-78.392419
BHP,"San Manuel, No. 1/2 Tailings Storage Facility",USA,Closed,Upstream,Very High,"Canadian Dam Association, Arizona Department of Environmental Quality",32.626395,-110.601369
BHP,"San Manuel, No. 10 Tailings Storage Facility",USA,Closed,Upstream,Very High,"Canadian Dam Association, Arizona Department of Environmental Quality",32.644168,-110.612761
BHP,"San Manuel, No. 3/4 Tailings Storage Facility",USA,Closed,Upstream,Very High,"Canadian Dam Association, Arizona Department of Environmental Quality",32.61504,-110.588221
BHP,"San Manuel, No. 5 Tailings Storage Facility",USA,Closed,Upstream,Very High,"Canadian Dam Association, Arizona Department of Environmental Quality",32.606259,-110.574557
BHP,"San Manuel, No. 6 Tailings Storage Facility",USA,Closed,Upstream,Very High,"Canadian Dam Association, Arizona Department of Environmental Quality",32.608736,-110.560017
BHP,"San Manuel, Tiger Tailings",USA,Closed,Upstream,Low,Internal,32.706177,-110.67929
BHP,"Selbaie, Selbaie Tailings Facility",Canada,Closed,Centreline,High,"Canadian Dam Association, Quebec Dam Safety Regulations",49.799028,-78.957185
BHP,"Solitude, Solitude Tailings Storage Facility",USA,Inactive,Upstream,Very High,"Canadian Dam Association, Arizona Department of Environmental Quality",33.392315,-110.830696
BHP,"Olympic Dam, TSF 1-3",Australia,Inactive,Upstream,Extreme,ANCOLD,-30.439,136.84
BHP,"Olympic Dam, TSF4",Australia,Active,Upstream,Extreme,ANCOLD,-30.444,136.828
BHP,"Olympic Dam, TSF5",Australia,Active,Upstream,Extreme,ANCOLD,-30.412,136.832
BHP,"Blackwater, Laleham TSF",Australia,Closed,Downstream,Low,Internal,-23.943,148.823
BHP,"Blackwater, NCPP Tailings Dam",Australia,Active,Hybrid,High C,"Queensland Department of Environment and Heritage Protection, ANCOLD",-23.739,148.787
BHP,"Blackwater, Ramp 72",Australia,Inactive,Downstream,Significant,"Queensland Department of Environment and Heritage Protection, ANCOLD",-23.924,148.809
BHP,"Blackwater, Ramp 74",Australia,Inactive,N/A - in-pit or natural depression,Low,Queensland Department of Environment and Heritage Protection,-23.945,148.834
BHP,"Goonyella Riverside Mine, GS1",Australia,Active,Hybrid,High C,"Queensland Department of Environment and Heritage Protection, ANCOLD",-21.804,147.949
BHP,"Goonyella Riverside Mine, RS1",Australia,Active,Hybrid,High B,"Queensland Department of Environment and Heritage Protection, ANCOLD",-21.743,147.946
BHP,"Norwich Park, Old Tailings Dam",Australia,Inactive,Hybrid,Low,Queensland Department of Environment and Heritage Protection,-22.768,148.471
BHP,"Norwich Park, Ramp 5",Australia,Inactive,N/A - in-pit or natural depression,Significant,Queensland Department of Environment and Heritage Protection,-22.765,148.487
BHP,"Peak Downs, Airfield Tailings Dam",Australia,Inactive,Downstream,Low,"Queensland Department of Environment and Heritage Protection, ANCOLD",-22.255,148.169
BHP,"Peak Downs, Old Tailings Dam",Australia,Inactive,Hybrid,Significant,"Queensland Department of Environment and Heritage Protection, ANCOLD",-22.264,148.172
BHP,"Peak Downs, Ramp 2N TSF",Australia,Inactive,Downstream,Low,Queensland Department of Environment and Heritage Protection,-22.245,148.181
BHP,"Peak Downs, Ramp 6S TSF",Australia,Inactive,Downstream,Low,Queensland Department of Environment and Heritage Protection,-22.305,148.209
BHP,"Peak Downs, Ramp 7S TSF",Australia,Active,Downstream,Significant,"Queensland Department of Environment and Heritage Protection, ANCOLD",-22.303,148.219
BHP,"Saraji, Ramp 2/3 TSF",Australia,Active,Hybrid,Significant,Queensland Department of Environment and Heritage Protection,-22.376,148.276
BHP,"Saraji, Ramp 6 TSF",Australia,Inactive,N/A - in-pit or natural depression,Low,Queensland Department of Environment and Heritage Protection,-22.402,148.292
BHP,"Saraji, TSF No. 2",Australia,Inactive,Downstream,Low,Queensland Department of Environment and Heritage Protection,-22.406,148.284
BHP,"Saraji, TSF No. 3",Australia,Closed,Downstream,Low,Internal,-22.4,148.275
BHP,"Saraji, TSF No. 4",Australia,Closed,Downstream,Low,Internal,-22.399,148.282
BHP,"South Walker Creek, Bidgerley Tailings Dam",Australia,Active,Downstream,Significant,Queensland Department of Environment and Heritage Protection,-21.791405,148.499321
BHP,"South Walker Creek, Old Tailings Dam",Australia,Inactive,Downstream,Low,Queensland Department of Environment and Heritage Protection,-21.781,148.483
BHP,"Beenup, MDSA",Australia,Closed,Hybrid,Low,ANCOLD,-34.225166,115.262928
BHP,"NPI, Boodarie TSF",Australia,Inactive,Upstream,Low,Internal,-20.3806,118.5239
BHP,"Port Hedland, Finucane Island TSF",Australia,Inactive,Downstream,Significant,ANCOLD,-20.30084,118.5588
BHP,"Whaleback, Whaleback TSF",Australia,Active,Upstream,Extreme,ANCOLD,-23.38653,119.6759
BHP,"Antamina, Antamina Tailings Dam",Peru,Active,Downstream Centreline,Extreme,Canadian Dam Association (CDA),-9.539488889,-77.03287778
BHP,"Bullmoose, Bullmoose Tailings",Canada,Inactive,Downstream,High,Canadian Dam Association (CDA),55.136278,-121.476274
BHP,"Cerrejon, Cantor TSF",Colombia,Active,Downstream,Significant,Canadian Dam Association (CDA),11.10555556,-72.64361111
BHP,"ResolutionCopper, No. 1 and 2 TSF Impoundment",USA,Closed,Upstream,Low,Canadian Dam Association (CDA),33.298117,-111.106052
BHP,"ResolutionCopper, No. 3 and 4 TSF Impoundment",USA,Closed,Upstream,Significant,Canadian Dam Association (CDA),33.2963881,-111.10488501
BHP,"ResolutionCopper, No. 5 TSF Impoundment",USA,Closed,Upstream,Low,Canadian Dam Association (CDA),33.301751,-111.107863
BHP,"ResolutionCopper, No. 6 and 7 TSF Impoundment",USA,Closed,Modified Centreline,High,Canadian Dam Association (CDA),33.301415,-111.113384
BHP,"Samarco, Germano Main Dam",Brazil,Inactive,Upstream,High,Brazilian Regulation,-20.21811,-43.465195
BHP,"Samarco, Germano Pit Dam",Brazil,Inactive,Upstream,High,Brazilian Regulation,-20.193637,-43.491281
Buenaventura,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not reported,Not Reported,Not Reported
Bumi Resources,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not reported,Not Reported,Not Reported
China Shenhua,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not reported,Not Reported,Not Reported
Coal India,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not reported,Not Reported,Not Reported
CODELCO,"ANDINA, LOS LEONES",Chile,Active,Reservoir,Not Reported,Not reported,-32.980274,-70.241176
CODELCO,"ANDINA, OVEJERIA",Chile,Active,Downstream,Not Reported,Not reported,-33.042599,-70.799155
CODELCO,"ANDINA, PIUQUENES",Chile,Active,Downstream,Not Reported,Not reported,-33.000051,-70.254982
CODELCO,"CHUQUICAMATA, TALABRE",Chile,Active,Centreline,Not Reported,Not reported,-22.375016,-68.783453
CODELCO,"CHUQUICAMATA, SALAR DE LA INDIA",Chile,Inactive,Not Reported,Not Reported,Not reported,-22.366556,-68.800939
CODELCO,"EL TENIENTE, CAREN",Chile,Active,Reservoir,Not Reported,Not reported,-34.112801,-71.139459
CODELCO,"EL TENIENTE, PISCINA EMERGENCIA",Chile,Inactive,Reservoir,Not Reported,Not reported,-34.195772,-70.853521
CODELCO,"EL TENIENTE, EMERGENCIA 2",Chile,Inactive,Reservoir,Not Reported,Not reported,-34.231246,-70.683367
CODELCO,"EL TENIENTE, BARAHONA 1",Chile,Inactive,Upstream,Not Reported,Not reported,-34.094712,-70.506604
CODELCO,"EL TENIENTE, EMBALSE EMERGENCIA",Chile,Inactive,Reservoir,Not Reported,Not reported,-34.194898,-70.851049
CODELCO,"EL TENIENTE, EMERGENCIA 1",Chile,Inactive,Reservoir,Not Reported,Not reported,-34.23169,-70.680618
CODELCO,"EL TENIENTE, BARAHONA 2",Chile,Inactive,Upstream,Not Reported,Not reported,-34.078962,-70.505555
CODELCO,"EL TENIENTE, MARGAS",Chile,Inactive,Not Reported,Not Reported,Not reported,-34.09114,-70.505555
CODELCO,"EL TENIENTE, ARENAS",Chile,Inactive,Not Reported,Not Reported,Not reported,-34.091386,-70.397386
CODELCO,"SALVADOR, PAMPA AUSTRAL",Chile,Active,Reservoir,Not Reported,Not reported,-26.244077,-70.082588
CODELCO,"SALVADOR, CONVERTIDOR TENIENTE",Chile,Active,N/A,Not Reported,Not reported,-26.430779,-69.475787
CODELCO,"SALVADOR, DEPOSITO RELAVES FILTRADOS 2",Chile,In construction,N/A,Not Reported,Not reported,-26.430779,-69.475787
CODELCO,"SALVADOR, POTRERILLOS",Chile,Inactive,Not Reported,Not Reported,Not reported,-26.439623,-69.493075
CODELCO,"SALVADOR, LOS AMARILLOS",Chile,Inactive,N/A,Not Reported,Not reported,-26.226996,-69.785041
CODELCO,"SALVADOR, EL GRINGO",Chile,Inactive,Not Reported,Not Reported,Not reported,-26.276771,-69.608725
CODELCO,"SALVADOR, SALVADOR",Chile,Inactive,Not Reported,Not Reported,Not reported,-26.278663,-69.609706
ERG,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not reported,Not Reported,Not Reported
Evraz,EVRAZ ZSMK TSF,Russian Federation,Active,Upstream,High,"Classification criteria for hydraulic structures (Decree № 986, 02.11.2013, Government of Russian Federation)",53.9214,87.3046
Evraz,"EVRAZ ZSMK, Abagur Enreacment plant, TSF #3",Russian Federation,Active,Upstream,Very High,"Classification criteria for hydraulic structures (Decree № 986, 02.11.2013, Government of Russian Federation)",53.6837,87.2904
Evraz,"EVRAZ ZSMK, Abagur Enreacment plant, TSF #2",Russian Federation,Closed,Upstream,High,"Classification criteria for hydraulic structures (Decree № 986, 02.11.2013, Government of Russian Federation)",53.6986,87.2577
Evraz,EVRAZ KGOK TSF,Russian Federation,Active,Upstream,Very High,"Classification criteria for hydraulic structures (Decree № 986, 02.11.2013, Government of Russian Federation)",58.72333,59.556964
Evraz,EVRAZ NTMK TSF,Russian Federation,Inactive,Downstream,Low,"Classification criteria for hydraulic structures (Decree № 986, 02.11.2013, Government of Russian Federation)",57.967686,59.911881
Evraz,"EVRAZ Vanadium Tula, New TSF",Russian Federation,Inactive,Downstream,Low,"Classification criteria for hydraulic structures (Decree № 986, 02.11.2013, Government of Russian Federation)",54.1447,37.7493
Evraz,"Abashevskaya Coal Enrichment Plant, TSF #4",Russian Federation,Inactive,Downstream,Medium,"Classification criteria for hydraulic structures (Decree № 986, 02.11.2013, Government of Russian Federation)",53.7932,87.3188
Exxaro Resources,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,Not reported,Not Reported,Not Reported
First Quantum Minerals,Ravensthorpe TSF 1,Australia,Active,"Variation of Upstream, Centerline and Downstream",Category 1 Extreme,ANCOLD,-33.68921389,120.392475
First Quantum Minerals,"Lac Shortt TSF, Quebec",Canada,Closed,Centreline,Does not meet Quebec registry requirement,Quebec Dam Safety Regulations/Dam Safety Act,49.61444444,-75.84083333
First Quantum Minerals,"Millenbach Tailings Storage Facility, Quebec",Canada,Closed,Unknown,Does not meet Quebec registry requirement,Quebec Dam Safety Regulations/Dam Safety Act,48.30416667,-79.05333333
First Quantum Minerals,"Norbec Mine TSF 1, Quebec",Canada,Closed,Downstream,Does not meet Quebec registry requirement,Quebec Dam Safety Regulations/Dam Safety Act,48.35361111,-79.05611111
First Quantum Minerals,"Norbec Mine TSF 2, Quebec",Canada,Closed,Downstream,Does not meet Quebec registry requirement,Quebec Dam Safety Regulations/Dam Safety Act,48.35833333,-79.06222222
First Quantum Minerals,"Samatosum TSF, BC",Canada,Closed,Downstream,High,Canadian Dam Association (CDA),51.16611111,-119.8022222
First Quantum Minerals,"Sturgeon Lake TSF, Cell 1, Ontario",Canada,Closed,Modified Centerline,High,Canadian Dam Association (CDA),49.86611111,-90.88777778
First Quantum Minerals,"Sturgeon Lake TSF, Cell 2, Ontario",Canada,Closed,Centreline,High,Canadian Dam Association (CDA),49.86833333,-90.88972222
First Quantum Minerals,"Sturgeon Lake TSF, Cell 3, Ontario",Canada,Closed,Centreline,High,Canadian Dam Association (CDA),49.87055556,-90.88944444
First Quantum Minerals,"Winston Lake TSF, Ontario",Canada,Closed,Centreline,High,Canadian Dam Association (CDA),48.97333333,-87.36833333
First Quantum Minerals,"Pyhasalmi TSF Ponds A, B, C, and D",Finland,Active,Upstream,1 (former A),EU Legislation Directive 2006/21/EC Annes III,63.66694444,26.025
First Quantum Minerals,Mauritanian Copper Mines TSF 1,Mauritania,Care and Maintenance ,Upstream,Low/Very Low,Canadian Dam Association (CDA),19.757669,-14.429231
First Quantum Minerals,Mauritanian Copper Mines TSF 2,Mauritania,Care and Maintenance ,Upstream,Low/Very Low,Canadian Dam Association (CDA),19.753326,-14.456458
First Quantum Minerals,Mauritanian Copper Mines TSF 3,Mauritania,Active,Upstream,Low/Very Low,Canadian Dam Association (CDA),19.739402,-14.45993
First Quantum Minerals,Cobre Panama TSF,Panama,Active,Modified Centerline,Extreme,Canadian Dam Association (CDA),8.876654,-80.663698
First Quantum Minerals,Cobre Las Cruces Northern TSF,Spain,Active,Dry Stacked Pressure Filtered Tailings,High,Canadian Dam Association (CDA),37.50816111,-6.110252778
First Quantum Minerals,"White Pine Mine TSF, South Pond, Michigan",USA,Closed,Centreline,Not Applicable,"Michigan Part 315, Dam Safety Natural Resources and Environmental Protection Act, 1994 PA 451",46.75305556,-89.52805556
First Quantum Minerals,"White Pine Mine TSF, North No.1, Michigan",USA,Closed,Downstream,Low Hazard,"Michigan Part 315, Dam Safety Natural Resources and Environmental Protection Act, 1994 PA 451",46.77555556,-89.53
First Quantum Minerals,"White Pine Mine TSF, North No.2, Michigan",USA,Closed,Modified Centerline,Significant Hazard,"Michigan Part 315, Dam Safety Natural Resources and Environmental Protection Act, 1994 PA 451",46.795,-89.52555556
First Quantum Minerals,Kansanshi TSF 1,Zambia,Active,Upstream,Category 1 Extreme,ANCOLD,-12.131041,26.426155
First Quantum Minerals,Kansanshi TSF 2,Zambia,Active,Upstream,Category 1 Extreme,ANCOLD,-12.105305,26.475091
First Quantum Minerals,Sentinel TSF,Zambia,Active,Upstream,Very High,Canadian Dam Association (CDA),-12.185285,25.310999
First Quantum Minerals,Bwana Mkubwa TSF,Zambia,Closed,Upstream,Category 1 Extreme,ANCOLD,-13.04035,28.71729167
Fortescue,"Cloudbreak, Hamilton TSF",Australia,Closed - Backfilled,In-Pit storage facility,Very Low,ANCOLD,-22.3,119.4
Fortescue,"Cloudbreak, Daydream TSF",Australia,Closed - Backfilled,In-Pit storage facility,Very Low,ANCOLD,-22.3,119.39
Fortescue,"Cloudbreak, Hook TSF",Australia,Under rehabilitation - Backfilling,In-Pit storage facility,Very Low,ANCOLD,-22.3,119.38
Fortescue,"Cloudbreak, Brampton TSF",Australia,Active,In-Pit storage / Single Embankment,Low,ANCOLD,-22.3,119.36
Fortescue,"Iron Bridge, TSF1",Australia,Care and Maintenance ,Zoned compacted rockfill full height mass gravity valley dam,Very Low,ANCOLD,-21.2,119.05
Fortescue,"Christmas Creek, Vasse TSF",Australia,Inactive,Combined in-pit and above ground facility raised incrementally across full width base dam.,Low,ANCOLD,-22.3,119.73
Fortescue,"Christmas Creek, Windich TSF",Australia,Inactive,In-pit storage facility; single divider embankment; downstream raise,Very Low,ANCOLD,-22.3,119.78
Fortescue,"Christmas Creek, Flinders TSF",Australia,Inactive,In-Pit storage facility,Low,ANCOLD,-22.4,119.71
Fortescue,"Solomon, TSF1",Australia,Inactive,Compacted earth/waste-rock mass gravity valley dam raised incrementally across full width base dam,Significant,ANCOLD,-22.1,117.9
Freeport-McMoRan,Morenci 1-West,USA,Active,Upstream,Extreme,Canadian Dam Association (CDA),33.02593056,-109.3411389
Freeport-McMoRan,Morenci 2-West,USA,Active,Upstream,Extreme,Canadian Dam Association (CDA),33.03108333,-109.3408528
Freeport-McMoRan,Morenci 3-West,USA,Active,Upstream,Extreme,Canadian Dam Association (CDA),33.03676667,-109.3404667
Freeport-McMoRan,Morenci 4-West,USA,Active,Upstream,Extreme,Canadian Dam Association (CDA),33.04391944,-109.339675
Freeport-McMoRan,Morenci West/East Dam,USA,Active,Centreline,Extreme,Canadian Dam Association (CDA),33.02003889,-109.3358861
Freeport-McMoRan,Morenci Silver Basin 1,USA,Active,Upstream,Very High,Canadian Dam Association (CDA),33.02463333,-109.3619694
Freeport-McMoRan,Morenci Silver Basin 1X,USA,Active,Upstream,Very High,Canadian Dam Association (CDA),33.01557222,-109.3550611
Freeport-McMoRan,Morenci Southwest 1,USA,Active,Upstream,Very High,Canadian Dam Association (CDA),33.01194722,-109.36805
Freeport-McMoRan,Morenci 3-East,USA,Inactive,Upstream,Significant,Canadian Dam Association (CDA),33.03236667,-109.3236889
Freeport-McMoRan,Morenci Southwest 2,USA,Closed,Upstream,Very High,Canadian Dam Association (CDA),32.99716667,-109.3691889
Freeport-McMoRan,Sierrita – Sierrita,USA,Active,Upstream,Extreme,Canadian Dam Association (CDA),31.84728056,-111.0463083
Freeport-McMoRan,Sierrita – Esperanza,USA,Inactive,Upstream,Extreme,Canadian Dam Association (CDA),31.862825,-111.0696361
Freeport-McMoRan,Bagdad Mammoth,USA,Active,Centreline,Very High,Canadian Dam Association (CDA),34.58355278,-113.2703556
Freeport-McMoRan,Bagdad Upper Mammoth,USA,Active,Centreline,Very High,Canadian Dam Association (CDA),34.57063056,-113.2454972
Freeport-McMoRan,Bagdad Mulholland,USA,Inactive,Centreline,Very High,Canadian Dam Association (CDA),34.59166667,-113.248175
Freeport-McMoRan,Climax – Mayflower,USA,Active,Upstream,Extreme,Canadian Dam Association (CDA),39.43396667,-106.1795694
Freeport-McMoRan,Climax – Tenmile,USA,Active,Upstream,Extreme,Canadian Dam Association (CDA),39.40881944,-106.1945944
Freeport-McMoRan,Climax-Robinson,USA,Closed,Upstream,Extreme,Canadian Dam Association (CDA),39.399775,-106.2010778
Freeport-McMoRan,Henderson – 1 Dam / 3 Dam,USA,Active,Upstream,Extreme,Canadian Dam Association (CDA),39.86117778,-106.0987139
Freeport-McMoRan,Chino – Tailing Dam 7,USA,Active,Upstream,Very High,Canadian Dam Association (CDA),32.63545556,-108.1003861
Freeport-McMoRan,Chino – Axiflo Lake,USA,Active,Upstream,Significant,Canadian Dam Association (CDA),32.67638611,-108.1130139
Freeport-McMoRan,Chino – Tailing Dam 6,USA,Inactive,Upstream,Very High,Canadian Dam Association (CDA),32.65579167,-108.1035472
Freeport-McMoRan,Chino / Cobre – Main Dam No. 1,USA,Inactive,Upstream,Extreme,Canadian Dam Association (CDA),32.85379722,-108.091475
Freeport-McMoRan,Chino / Cobre – Magnetite,USA,Inactive,Upstream,Significant,Canadian Dam Association (CDA),32.849825,-108.0844639
Freeport-McMoRan,Chino - Tailing Dam 1,USA,Closed,Upstream,Significant,Canadian Dam Association (CDA),32.68488889,-108.1151139
Freeport-McMoRan,Chino - Tailing Dam 2,USA,Closed,Upstream,Significant,Canadian Dam Association (CDA),32.68098889,-108.1143389
Freeport-McMoRan,Chino - Tailing Dam B,USA,Closed,Upstream,Significant,Canadian Dam Association (CDA),32.67418333,-108.1205972
Freeport-McMoRan,Chino - Tailing Dam C,USA,Closed,Upstream,Significant,Canadian Dam Association (CDA),32.66590278,-108.1199722
Freeport-McMoRan,Chino - Tailing Dam 4,USA,Closed,Upstream,Significant,Canadian Dam Association (CDA),32.66865,-108.1089694
Freeport-McMoRan,Cerro Verde - Enlozada,Peru,Active,Centreline,Extreme,Canadian Dam Association (CDA),-16.49952222,-71.60575833
Freeport-McMoRan,Cerro Verde - Linga,Peru,Active,Centreline,Extreme,Canadian Dam Association (CDA),-16.61069167,-71.59694167
Freeport-McMoRan,Ajo - East,USA,Closed,Upstream,Significant,Canadian Dam Association (CDA),32.381775,-112.8293361
Freeport-McMoRan,Ajo - North,USA,Closed,Upstream,Extreme,Canadian Dam Association (CDA),32.38366667,-112.8420778
Freeport-McMoRan,Ajo - Northeast,USA,Closed,Upstream,Significant,Canadian Dam Association (CDA),32.39502778,-112.8302833
Freeport-McMoRan,Ajo - South,USA,Closed,Upstream,Extreme,Canadian Dam Association (CDA),32.37581667,-112.8447611
Freeport-McMoRan,Bruce - East,USA,Closed,Upstream,Low,Canadian Dam Association (CDA),34.54457778,-113.2313167
Freeport-McMoRan,Bruce - North,USA,Closed,Upstream,Low,Canadian Dam Association (CDA),34.54534444,-113.2332833
Freeport-McMoRan,Bruce - South,USA,Closed,Upstream,Low,Canadian Dam Association (CDA),34.54388611,-113.23305
Freeport-McMoRan,Miami - Tailing Dam #2,USA,Closed,Upstream,Extreme,Canadian Dam Association (CDA),33.41630278,-110.8509861
Freeport-McMoRan,Miami - Tailing Dam #3,USA,Closed,Upstream,Extreme,Canadian Dam Association (CDA),33.41632222,-110.841675
Freeport-McMoRan,Miami - Tailing Dam #4,USA,Closed,Upstream,Extreme,Canadian Dam Association (CDA),33.42223333,-110.840925
Freeport-McMoRan,Miami - Tailing Dam #5,USA,Closed,Upstream,Extreme,Canadian Dam Association (CDA),33.43510278,-110.84185
Freeport-McMoRan,Miami - Tailing Dam #6,USA,Closed,Upstream,Very High,Canadian Dam Association (CDA),33.42343889,-110.8487111
Freeport-McMoRan,Tohono - Mill Tailings Impoundment,USA,Closed,Centreline,Low,Canadian Dam Association (CDA),32.48823889,-111.9138944
Freeport-McMoRan,Bisbee – North,USA,Closed,Upstream,Very High,Canadian Dam Association (CDA),31.39657222,-109.8936889
Freeport-McMoRan,Bisbee - South,USA,Closed,Upstream,Very High,Canadian Dam Association (CDA),31.38615556,-109.8948667
Freeport-McMoRan,Christmas Tailing Dam #1,USA,Closed,Upstream,Low,Canadian Dam Association (CDA),33.07357222,-110.7358778
Freeport-McMoRan,Christmas Tailing Dam #2,USA,Closed,Upstream,Low,Canadian Dam Association (CDA),33.07401111,-110.7413889
Freeport-McMoRan,Christmas Tailing Dam #3,USA,Closed,Upstream,Low,Canadian Dam Association (CDA),33.07658611,-110.7372028
Freeport-McMoRan,Christmas Tailing Dam #5,USA,Closed,Upstream,Low,Canadian Dam Association (CDA),33.07708333,-110.7322417
Freeport-McMoRan,Christmas Tailing Dam #6,USA,Closed,Upstream,Low,Canadian Dam Association (CDA),33.079,-110.7395972
Freeport-McMoRan,Christmas Tailing Dam #7,USA,Closed,Upstream,Very High,Canadian Dam Association (CDA),33.08249722,-110.7322889
Freeport-McMoRan,Christmas Tailing Dam #8,USA,Closed,Upstream,Very High,Canadian Dam Association (CDA),33.08561111,-110.7372222
Freeport-McMoRan,Copperstone – Tailing Impoundment,USA,Closed,Upstream,Very High,Canadian Dam Association (CDA),33.86638889,-114.2877778
Freeport-McMoRan,Dante – Lower Dam,USA,Closed,Downstream,Very High,Canadian Dam Association (CDA),36.03453056,-83.99348889
Freeport-McMoRan,Dante – Upper Dam,USA,Closed,Upstream Rockfill,Very High,Canadian Dam Association (CDA),36.03641944,-83.99226944
Freeport-McMoRan,Deming,USA,Closed,Upstream,Significant,Canadian Dam Association (CDA),32.28418611,-107.7841611
Freeport-McMoRan,El Molino Dam 1,USA,Closed,Upstream,Very High,Canadian Dam Association (CDA),35.58811667,-105.7018306
Freeport-McMoRan,El Molino Dam 2,USA,Closed,Upstream,Very High,Canadian Dam Association (CDA),35.57978611,-105.6898028
Freeport-McMoRan,Keystone-Dam 1,USA,Closed,Upstream,Very High,Canadian Dam Association (CDA),38.86786111,-107.0357722
Freeport-McMoRan,Keystone -Dam 2,USA,Closed,Upstream,Very High,Canadian Dam Association (CDA),38.86798889,-107.0344861
Freeport-McMoRan,Keystone -Dam 3,USA,Closed,Upstream,Very High,Canadian Dam Association (CDA),38.86775278,-107.0334
Freeport-McMoRan,Keystone -Dam 4,USA,Closed,Upstream,Very High,Canadian Dam Association (CDA),38.86768333,-107.0313944
Freeport-McMoRan,Shafter,USA,Closed,Upstream,Low,Canadian Dam Association (CDA),29.8146,-104.3110417
Freeport-McMoRan,Twin ButtesTailing Pond No.2,USA,Closed,Centreline Rockfill,Extreme,Canadian Dam Association (CDA),31.90625278,-111.0172444
Freeport-McMoRan,Twin ButtesTailing Pond No.3,USA,Closed,Centreline Rockfill,Extreme,Canadian Dam Association (CDA),31.92271111,-111.0169194
Freeport-McMoRan,Twin ButtesTailing Pond No.4,USA,Closed,Centreline Rockfill,Extreme,Canadian Dam Association (CDA),31.91646389,-111.0337639
Freeport-McMoRan,United Verde – Clarkdale,USA,Closed,Upstream,Significant,Canadian Dam Association (CDA),34.77012222,-112.0340167
